Split,Tm,MP,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,eFG%_opp,ORB%_opp,DRB%_opp,TRB%_opp,AST%_opp,STL%_opp,BLK%_opp,TOV%_opp,ORtg_opp,eFG%_diff,ORB%_diff,DRB%_diff,TRB%_diff,AST%_diff,STL%_diff,BLK%_diff,TOV%_diff,ORtg_diff,year,player
On − Off,MIA,15%,-0.027,-1.3,1.6,2.4,-2.6,0.9,0.7,7.1,-13.4,-0.028,-1.6,1.3,-2.4,1.4,6.7,-0.3,0.0,-5.3,0.001,0.3,0.3,4.9,-4.0,-5.8,0.9,7.1,-8.2,1997,John Crotty
On Court,SEA,291,0.494,35.1,73.9,53.1,64.7,11.1,7.4,14.0,111.3,0.499,26.1,64.9,46.9,67.0,10.0,6.1,17.5,100.7,-0.005,9.0,9.0,6.1,-2.3,1.1,1.2,-3.5,10.6,1997,Terry Cummings
Off Court,SEA,292,0.494,29.4,64.4,47.3,62.7,10.1,7.7,12.3,112.5,0.483,35.6,70.6,52.7,64.3,8.5,7.2,14.2,108.9,0.01,-6.2,-6.2,-5.4,-1.6,1.6,0.5,-1.9,3.6,1997,Terry Cummings
On − Off,SEA,50%,0.0,5.7,9.5,5.8,2.0,1.0,-0.3,1.7,-1.2,0.016,-9.5,-5.7,-5.8,2.7,1.5,-1.1,3.3,-8.2,-0.015,15.2,15.2,11.5,-0.7,-0.5,0.7,-1.6,7.0,1997,Terry Cummings
On Court,CHH,50,0.5,35.6,54.5,43.6,55.0,10.0,4.1,14.6,106.7,0.699,45.5,64.4,56.4,53.2,7.9,4.3,18.9,140.0,-0.199,-9.9,-9.9,-12.8,1.8,2.1,-0.3,-4.3,-33.3,1997,Dell Curry
Off Court,CHH,93,0.487,28.9,85.9,55.0,47.8,6.5,6.1,11.4,109.7,0.591,14.1,71.1,45.0,69.6,8.0,5.8,13.7,111.3,-0.104,14.9,14.9,10.0,-21.8,-1.5,0.3,-2.3,-1.6,1997,Dell Curry
On − Off,CHH,35%,0.013,6.7,-31.4,-11.4,7.2,3.5,-2.0,3.2,-3.0,0.108,31.4,-6.7,11.4,-16.4,-0.1,-1.5,5.2,28.7,-0.095,-24.8,-24.8,-22.8,23.6,3.6,-0.6,-2.0,-31.7,1997,Dell Curry
On Court,DET,7,0.444,16.7,83.3,50.0,50.0,5.9,42.9,23.5,94.1,0.318,16.7,83.3,50.0,100.0,5.9,0.0,29.4,58.8,0.126,0.0,0.0,0.0,-50.0,0.0,42.9,-5.9,35.3,1997,Michael Curry
Off Court,DET,232,0.471,21.5,68.9,43.0,41.8,8.6,3.9,10.0,103.3,0.501,31.1,78.5,57.0,51.9,5.3,8.2,16.0,108.6,-0.03,-9.5,-9.5,-14.0,-10.2,3.4,-4.2,-6.0,-5.4,1997,Michael Curry
On − Off,DET,3%,-0.027,-4.8,14.4,7.0,8.2,-2.7,39.0,13.5,-9.2,-0.183,-14.4,4.8,-7.0,48.1,0.6,-8.2,13.4,-49.8,0.156,9.5,9.5,14.0,-39.8,-3.4,47.1,0.1,40.7,1997,Michael Curry
On Court,LAC,5,0.5,50.0,100.0,66.7,0.0,0.0,14.3,10.0,120.0,0.571,0.0,50.0,33.3,75.0,10.0,0.0,0.0,122.2,-0.071,50.0,50.0,33.3,-75.0,-10.0,14.3,10.0,-2.2,1997,Terry Dehere
Off Court,LAC,138,0.477,23.8,65.0,42.3,52.1,7.9,7.1,12.0,106.8,0.551,35.0,76.2,57.7,62.3,9.6,9.1,15.0,118.9,-0.075,-11.2,-11.2,-15.3,-10.1,-1.7,-2.0,-3.0,-12.1,1997,Terry Dehere
On − Off,LAC,4%,0.023,26.2,35.0,24.4,-52.1,-7.9,7.2,-2.0,13.2,0.02,-35.0,-26.2,-24.4,12.7,0.4,-9.1,-15.0,3.3,0.004,61.2,61.2,48.6,-64.9,-8.3,16.3,13.0,9.9,1997,Terry Dehere
On Court,CHI,333,0.475,33.0,73.7,51.8,58.2,12.9,8.8,12.9,110.0,0.461,26.3,67.0,48.2,57.6,6.5,6.9,18.2,97.7,0.013,6.7,6.7,3.6,0.6,6.4,1.8,-5.4,12.4,1997,Bison Dele
Off Court,CHI,573,0.468,36.3,71.8,53.5,60.4,8.2,9.3,12.9,105.1,0.473,28.2,63.7,46.5,53.0,6.4,6.5,14.5,102.9,-0.005,8.1,8.1,7.0,7.4,1.9,2.8,-1.7,2.2,1997,Bison Dele
On − Off,CHI,37%,0.007,-3.3,1.9,-1.7,-2.2,4.7,-0.5,0.0,4.9,-0.012,-1.9,3.3,1.7,4.6,0.1,0.4,3.7,-5.2,0.018,-1.4,-1.4,-3.4,-6.8,4.5,-1.0,-3.7,10.2,1997,Bison Dele
On Court,CHH,83,0.456,39.7,74.1,55.0,39.7,4.6,3.9,12.8,107.1,0.638,25.9,60.3,45.0,60.0,9.0,3.4,10.5,127.6,-0.182,13.9,13.9,9.9,-20.3,-4.4,0.5,2.3,-20.6,1997,Tony Delk
Off Court,CHH,60,0.548,18.8,76.9,44.8,65.2,12.3,8.2,12.0,111.1,0.614,23.1,81.3,55.2,69.6,6.5,8.2,22.6,112.3,-0.067,-4.3,-4.3,-10.3,-4.3,5.8,0.0,-10.6,-1.2,1997,Tony Delk
On − Off,CHH,58%,-0.092,20.9,-2.8,10.2,-25.5,-7.7,-4.3,0.8,-4.0,0.024,2.8,-21.0,-10.2,-9.6,2.5,-4.8,-12.1,15.3,-0.115,18.2,18.2,20.2,-16.0,-10.2,0.5,12.9,-19.4,1997,Tony Delk
On Court,CHH,115,0.523,30.9,75.3,50.9,49.0,7.9,6.1,9.9,116.0,0.623,24.7,69.1,49.1,63.0,6.1,5.7,15.8,119.8,-0.1,6.2,6.2,1.8,-14.0,1.8,0.4,-6.0,-3.8,1997,Vlade Divac
Off Court,CHH,28,0.345,33.3,75.0,51.1,61.5,7.1,3.0,23.5,78.4,0.652,25.0,66.7,48.9,65.4,15.7,3.0,14.3,126.8,-0.307,8.3,8.3,2.1,-3.8,-8.5,0.0,9.2,-48.4,1997,Vlade Divac
On − Off,CHH,81%,0.178,-2.4,0.3,-0.2,-12.5,0.8,3.1,-13.6,37.6,-0.029,-0.3,2.4,0.2,-2.4,-9.6,2.7,1.5,-7.0,0.207,-2.1,-2.1,-0.3,-10.2,10.3,0.4,-15.2,44.6,1997,Vlade Divac
On Court,HOU,623,0.515,33.5,69.0,51.8,63.0,8.9,6.6,14.6,113.7,0.48,31.0,66.5,48.2,60.6,9.3,8.8,13.2,108.3,0.035,2.5,2.5,3.5,2.4,-0.4,-2.2,1.4,5.3,1997,Clyde Drexler
Off Court,HOU,146,0.52,24.2,67.2,46.9,76.2,6.5,6.8,15.8,106.4,0.494,32.8,75.8,53.1,63.9,11.7,4.3,9.5,114.2,0.026,-8.7,-8.7,-6.3,12.3,-5.1,2.5,6.3,-7.8,1997,Clyde Drexler
On − Off,HOU,81%,-0.005,9.3,1.8,4.9,-13.2,2.4,-0.2,-1.2,7.3,-0.014,-1.8,-9.3,-4.9,-3.3,-2.4,4.5,3.7,-5.9,0.009,11.2,11.2,9.8,-9.9,4.7,-4.7,-4.9,13.1,1997,Clyde Drexler
On Court,POR,69,0.44,33.3,66.7,48.2,52.2,4.2,10.8,10.1,105.9,0.459,33.3,66.7,51.8,65.1,4.2,8.0,10.0,109.2,-0.019,0.0,0.0,-3.5,-12.9,0.0,2.9,0.1,-3.3,1997,Chris Dudley
Off Court,POR,123,0.503,27.1,70.5,48.7,64.7,7.5,5.5,19.4,102.6,0.517,29.5,72.9,51.3,68.2,10.1,10.3,14.0,112.3,-0.014,-2.4,-2.4,-2.6,-3.5,-2.7,-4.8,5.3,-9.6,1997,Chris Dudley
On − Off,POR,36%,-0.063,6.2,-3.8,-0.5,-12.5,-3.3,5.3,-9.3,3.3,-0.058,3.8,-6.2,0.5,-3.1,-5.9,-2.3,-4.0,-3.1,-0.005,2.4,2.4,-0.9,-9.4,2.7,7.7,-5.2,6.3,1997,Chris Dudley
On Court,DET,212,0.478,22.0,69.4,43.5,42.6,8.9,3.8,8.7,106.0,0.502,30.6,78.0,56.5,51.8,4.4,7.4,16.9,107.8,-0.024,-8.6,-8.6,-13.0,-9.2,4.5,-3.5,-8.2,-1.8,1997,Joe Dumars
Off Court,DET,27,0.4,16.7,70.0,40.9,35.7,5.9,14.8,24.0,80.0,0.452,30.0,83.3,59.1,62.5,12.0,12.9,13.7,98.0,-0.052,-13.3,-13.3,-18.2,-26.8,-6.1,1.9,10.3,-18.0,1997,Joe Dumars
On − Off,DET,89%,0.078,5.3,-0.6,2.6,6.9,3.0,-11.0,-15.3,26.0,0.05,0.6,-5.3,-2.6,-10.7,-7.6,-5.5,3.2,9.8,0.028,4.7,4.7,5.2,17.6,10.6,-5.4,-18.5,16.2,1997,Joe Dumars
On Court,UTA,220,0.491,28.1,74.2,52.1,55.1,7.2,7.6,13.1,109.6,0.478,25.8,71.9,47.9,50.3,7.7,7.7,12.3,109.4,0.014,2.3,2.3,4.2,4.8,-0.5,-0.1,0.9,0.2,1997,Howard Eisley
Off Court,UTA,741,0.483,30.0,73.1,52.4,67.5,8.8,9.0,13.2,106.3,0.485,26.9,70.0,47.6,61.5,7.9,9.7,13.4,107.9,-0.002,3.1,3.1,4.8,6.0,0.9,-0.7,-0.2,-1.6,1997,Howard Eisley
On − Off,UTA,23%,0.008,-1.9,1.1,-0.3,-12.4,-1.6,-1.4,-0.1,3.3,-0.007,-1.1,1.9,0.3,-11.2,-0.2,-2.0,-1.1,1.5,0.016,-0.8,-0.8,-0.6,-1.2,-1.4,0.6,1.1,1.8,1997,Howard Eisley
On Court,HOU,595,0.515,31.4,67.9,50.1,66.3,8.4,7.0,14.7,111.9,0.481,32.1,68.6,49.9,62.4,10.0,8.3,12.8,109.6,0.034,-0.8,-0.8,0.3,3.8,-1.6,-1.3,1.9,2.3,1997,Mario Elie
Off Court,HOU,174,0.518,33.1,71.1,53.0,62.7,8.8,5.6,15.1,113.6,0.49,28.9,66.9,47.0,57.5,9.1,6.8,11.2,108.8,0.028,4.2,4.2,5.9,5.2,-0.2,-1.1,3.9,4.8,1997,Mario Elie
On − Off,HOU,77%,-0.003,-1.7,-3.2,-2.9,3.6,-0.4,1.4,-0.4,-1.7,-0.009,3.2,1.7,2.9,4.9,0.9,1.5,1.6,0.8,0.006,-5.0,-5.0,-5.6,-1.4,-1.4,-0.2,-2.0,-2.5,1997,Mario Elie
On Court,ORL,7,0.808,25.0,100.0,62.5,66.7,6.7,0.0,6.7,153.3,0.727,0.0,75.0,37.5,85.7,6.7,0.0,13.3,120.0,0.08,25.0,25.0,25.0,-19.0,0.0,0.0,-6.7,33.3,1997,Brian Evans
Off Court,ORL,232,0.435,22.8,67.0,44.7,42.9,7.5,10.4,13.1,96.6,0.488,33.0,77.2,55.3,65.6,7.5,10.5,14.0,106.8,-0.053,-10.2,-10.2,-10.5,-22.8,0.0,0.0,-0.9,-10.2,1997,Brian Evans
On − Off,ORL,3%,0.373,2.2,33.0,17.8,23.8,-0.8,-10.4,-6.4,56.7,0.239,-33.0,-2.2,-17.8,20.1,-0.8,-10.5,-0.7,13.2,0.133,35.2,35.2,35.5,3.8,0.0,0.0,-5.8,43.5,1997,Brian Evans
On Court,NYK,355,0.511,25.5,71.8,50.3,63.7,9.4,6.7,16.5,104.5,0.457,28.2,74.5,49.7,52.6,9.4,8.3,15.0,98.3,0.054,-2.7,-2.7,0.5,11.1,0.0,-1.6,1.5,6.1,1997,Patrick Ewing
Off Court,NYK,122,0.485,25.0,80.2,50.0,55.2,10.8,5.8,15.7,102.6,0.532,19.8,75.0,50.0,56.8,7.0,8.6,16.8,105.6,-0.047,5.2,5.2,0.0,-1.6,3.8,-2.8,-1.1,-3.0,1997,Patrick Ewing
On − Off,NYK,74%,0.026,0.5,-8.4,0.3,8.5,-1.4,0.9,0.8,1.9,-0.075,8.4,-0.5,-0.3,-4.2,2.4,-0.3,-1.8,-7.3,0.101,-7.9,-7.9,0.5,12.7,-3.8,1.2,2.6,9.1,1997,Patrick Ewing
On Court,LAL,34,0.5,29.2,81.3,58.9,76.9,6.2,16.3,11.9,104.5,0.451,18.8,70.8,41.1,71.4,7.5,9.1,12.3,87.7,0.049,10.4,10.4,17.9,5.5,-1.3,7.2,-0.4,16.8,1997,Derek Fisher
Off Court,LAL,402,0.479,29.3,68.4,48.7,62.5,7.8,10.0,13.5,110.6,0.469,31.6,70.7,51.3,66.0,6.8,9.4,14.9,106.0,0.01,-2.3,-2.3,-2.6,-3.5,1.0,0.6,-1.3,4.6,1997,Derek Fisher
On − Off,LAL,8%,0.021,-0.1,12.9,10.2,14.4,-1.6,6.3,-1.6,-6.1,-0.018,-12.8,0.1,-10.2,5.4,0.7,-0.3,-2.6,-18.3,0.039,12.7,12.7,20.5,9.0,-2.3,6.6,0.9,12.2,1997,Derek Fisher
On Court,UTA,305,0.47,22.5,74.5,49.6,58.5,7.1,6.4,14.1,100.0,0.498,25.5,77.5,50.4,55.8,8.5,8.8,11.7,112.2,-0.027,-3.0,-3.0,-0.8,2.7,-1.4,-2.5,2.5,-12.2,1997,Greg Foster
Off Court,UTA,657,0.491,32.5,72.9,53.5,67.2,9.1,9.8,12.8,110.4,0.476,27.1,67.5,46.5,60.6,7.6,9.4,13.9,106.4,0.015,5.4,5.4,7.0,6.6,1.5,0.3,-1.1,4.1,1997,Greg Foster
On − Off,UTA,32%,-0.021,-10.0,1.6,-3.9,-8.7,-2.0,-3.4,1.3,-10.4,0.022,-1.6,10.0,3.9,-4.8,0.9,-0.6,-2.2,5.8,-0.042,-8.4,-8.4,-7.8,-3.9,-2.9,-2.8,3.6,-16.3,1997,Greg Foster
On Court,MIN,124,0.472,29.8,72.3,48.2,60.4,9.1,7.9,9.9,105.6,0.574,27.7,70.2,51.8,77.6,7.3,6.4,12.9,121.6,-0.102,2.2,2.2,-3.7,-17.2,1.8,1.5,-3.1,-16.0,1997,Kevin Garnett
Off Court,MIN,19,0.583,27.8,46.2,35.5,57.9,5.1,8.7,7.7,135.9,0.571,53.8,72.2,64.5,64.7,5.1,0.0,10.3,130.8,0.012,-26.1,-26.1,-29.0,-6.8,0.0,8.7,-2.6,5.1,1997,Kevin Garnett
On − Off,MIN,87%,-0.111,2.0,26.1,12.7,2.5,4.0,-0.8,2.2,-30.3,0.003,-26.1,-2.0,-12.7,12.9,2.2,6.4,2.6,-9.2,-0.114,28.3,28.3,25.3,-10.4,1.8,-7.2,-0.5,-21.1,1997,Kevin Garnett
On Court,MIN,116,0.516,32.1,77.5,51.0,59.0,9.4,9.6,10.3,116.6,0.618,22.5,67.9,49.0,78.1,8.1,6.7,13.5,125.1,-0.102,9.6,9.6,2.1,-19.1,1.3,2.9,-3.1,-8.5,1997,Dean Garrett
Off Court,MIN,26,0.344,20.0,44.4,31.6,66.7,4.2,2.9,6.1,79.6,0.408,55.6,80.0,68.4,63.2,2.0,0.0,8.3,112.5,-0.064,-35.6,-35.6,-36.8,3.5,2.1,2.9,-2.2,-32.9,1997,Dean Garrett
On − Off,MIN,81%,0.172,12.1,33.1,19.4,-7.7,5.2,6.7,4.2,37.0,0.21,-33.1,-12.1,-19.4,14.9,6.1,6.7,5.2,12.6,-0.038,45.2,45.2,38.9,-22.6,-0.8,0.0,-0.9,24.4,1997,Dean Garrett
On Court,CHH,31,0.333,42.9,68.4,53.2,42.9,8.5,2.7,25.0,82.1,0.735,31.6,57.1,46.8,66.7,14.3,2.8,15.3,137.3,-0.402,11.3,11.3,6.4,-23.8,-5.8,-0.1,9.7,-55.1,1997,Matt Geiger
Off Court,CHH,112,0.528,28.0,76.9,50.3,51.6,7.5,6.3,9.1,115.9,0.597,23.1,72.0,49.7,62.4,6.3,5.8,15.6,116.6,-0.069,4.9,4.9,0.6,-10.8,1.3,0.5,-6.4,-0.7,1997,Matt Geiger
On − Off,CHH,22%,-0.195,14.9,-8.5,2.9,-8.7,1.0,-3.6,15.9,-33.8,0.138,8.5,-14.9,-2.9,4.3,8.0,-3.0,-0.3,20.7,-0.333,6.4,6.4,5.8,-13.0,-7.1,-0.6,16.1,-54.4,1997,Matt Geiger
On Court,SEA,44,0.563,9.7,68.3,43.1,66.7,14.4,11.4,10.5,114.7,0.413,31.7,90.3,56.9,76.0,8.4,11.8,18.6,87.6,0.15,-22.0,-22.0,-13.9,-9.3,6.0,-0.4,-8.0,27.1,1997,Greg Graham
Off Court,SEA,539,0.489,33.7,68.9,50.7,63.5,10.2,7.3,13.4,111.6,0.497,31.1,66.3,49.3,64.9,9.3,6.3,15.6,106.5,-0.008,2.7,2.7,1.4,-1.4,0.9,1.0,-2.2,5.2,1997,Greg Graham
On − Off,SEA,8%,0.074,-24.0,-0.6,-7.6,3.2,4.2,4.1,-2.9,3.1,-0.084,0.6,24.0,7.6,11.1,-0.9,5.5,3.0,-18.9,0.158,-24.7,-24.7,-15.3,-7.9,5.1,-1.4,-5.8,21.9,1997,Greg Graham
On Court,WSB,28,0.44,40.0,67.9,54.7,47.6,7.8,17.0,19.6,92.2,0.427,32.1,60.0,45.3,50.0,11.8,6.8,12.5,100.0,0.013,7.9,7.9,9.4,-2.4,-4.0,10.2,7.1,-7.8,1997,Harvey Grant
Off Court,WSB,115,0.524,29.6,58.7,45.1,50.6,4.4,6.5,14.6,116.1,0.51,41.3,70.4,54.9,52.7,8.3,7.1,13.7,117.2,0.014,-11.7,-11.7,-9.8,-2.1,-3.9,-0.6,0.9,-1.1,1997,Harvey Grant
On − Off,WSB,20%,-0.084,10.4,9.2,9.6,-3.0,3.4,10.5,5.0,-23.9,-0.083,-9.2,-10.4,-9.6,-2.7,3.5,-0.3,-1.2,-17.2,-0.001,19.6,19.6,19.2,-0.3,-0.1,10.8,6.2,-6.7,1997,Harvey Grant
On Court,MIN,120,0.498,31.0,70.5,48.0,60.8,8.2,7.9,11.0,111.8,0.588,29.5,69.0,52.0,75.0,7.9,5.9,10.7,126.6,-0.091,1.5,1.5,-3.9,-14.2,0.3,1.9,0.2,-14.8,1997,Tom Gugliotta
Off Court,MIN,23,0.433,23.1,63.2,40.0,55.6,10.5,8.7,2.3,100.0,0.485,36.8,76.9,60.0,80.0,2.3,3.2,23.7,100.0,-0.052,-13.8,-13.8,-20.0,-24.4,8.3,5.5,-21.4,0.0,1997,Tom Gugliotta
On − Off,MIN,84%,0.065,7.9,7.3,8.0,5.2,-2.3,-0.8,8.7,11.8,0.103,-7.3,-7.9,-8.0,-5.0,5.6,2.7,-13.0,26.6,-0.039,15.3,15.3,16.1,10.2,-8.0,-3.6,21.6,-14.8,1997,Tom Gugliotta
On Court,ATL,33,0.521,25.0,56.8,44.3,50.0,3.0,8.7,20.0,101.7,0.414,43.2,75.0,55.7,58.3,11.7,12.5,16.4,97.0,0.107,-18.2,-18.2,-11.5,-8.3,-8.7,-3.8,3.6,4.7,1997,Darrin Hancock
Off Court,ATL,444,0.483,30.2,70.4,51.4,49.8,5.4,7.1,15.7,105.6,0.49,29.6,69.8,48.6,53.5,8.5,6.8,11.1,108.1,-0.007,0.7,0.7,2.8,-3.7,-3.1,0.3,4.5,-2.5,1997,Darrin Hancock
On − Off,ATL,7%,0.038,-5.2,-13.6,-7.1,0.2,-2.4,1.6,4.3,-3.9,-0.076,13.6,5.2,7.1,4.8,3.2,5.7,5.3,-11.1,0.114,-18.9,-18.9,-14.3,-4.6,-5.6,-4.1,-0.9,7.2,1997,Darrin Hancock
On Court,ORL,221,0.449,22.9,67.5,45.3,42.8,7.9,10.5,13.2,99.2,0.487,32.5,77.1,54.7,66.4,7.4,10.2,14.2,106.1,-0.038,-9.6,-9.6,-9.3,-23.7,0.5,0.3,-1.0,-6.9,1997,Anfernee Hardaway
Off Court,ORL,18,0.431,22.2,69.2,41.9,63.6,2.9,4.8,9.1,90.9,0.583,30.8,77.8,58.1,66.7,9.1,9.5,11.4,120.0,-0.152,-8.5,-8.5,-16.1,-3.0,-6.2,-4.8,-2.3,-29.1,1997,Anfernee Hardaway
On − Off,ORL,93%,0.018,0.7,-1.7,3.4,-20.8,5.0,5.7,4.1,8.3,-0.096,1.7,-0.7,-3.4,-0.3,-1.7,0.7,2.8,-13.9,0.114,-1.1,-1.1,6.8,-20.7,6.7,5.1,1.3,22.2,1997,Anfernee Hardaway
On Court,MIA,698,0.47,27.1,71.2,49.4,57.8,7.7,8.8,15.8,99.6,0.438,28.8,72.9,50.6,55.5,9.8,9.3,14.9,97.7,0.032,-1.6,-1.6,-1.1,2.3,-2.1,-0.5,0.9,1.9,1997,Tim Hardaway
Off Court,MIA,113,0.449,27.6,71.4,50.8,60.9,7.7,7.1,20.7,90.6,0.466,28.6,72.4,49.2,53.8,12.8,8.0,15.4,102.9,-0.017,-1.0,-1.0,1.6,7.1,-5.1,-0.9,5.3,-12.2,1997,Tim Hardaway
On − Off,MIA,86%,0.021,-0.5,-0.2,-1.4,-3.1,0.0,1.7,-4.9,9.0,-0.028,0.2,0.5,1.4,1.7,-3.0,1.3,-0.5,-5.2,0.049,-0.6,-0.6,-2.7,-4.8,3.0,0.4,-4.4,14.1,1997,Tim Hardaway
On Court,CHI,512,0.475,37.5,72.5,54.7,61.4,9.4,11.2,12.8,108.7,0.452,27.5,62.5,45.3,55.8,5.9,5.9,16.1,96.8,0.023,10.0,10.0,9.4,5.6,3.5,5.3,-3.4,11.8,1997,Ron Harper
Off Court,CHI,394,0.464,32.1,72.4,50.5,57.2,10.7,6.2,13.0,104.7,0.493,27.6,67.9,49.5,53.0,7.1,7.6,15.6,106.3,-0.029,4.5,4.5,1.1,4.2,3.6,-1.3,-2.6,-1.7,1997,Ron Harper
On − Off,CHI,57%,0.011,5.4,0.1,4.2,4.2,-1.3,5.0,-0.2,4.0,-0.041,-0.1,-5.4,-4.2,2.8,-1.2,-1.7,0.5,-9.5,0.052,5.5,5.5,8.3,1.4,-0.1,6.6,-0.8,13.5,1997,Ron Harper
On Court,HOU,14,0.393,35.3,58.8,47.1,33.3,6.9,4.2,9.1,103.0,0.466,41.2,64.7,52.9,41.7,3.0,11.1,17.2,100.0,-0.073,-5.9,-5.9,-5.9,-8.3,3.9,-6.9,-8.2,3.0,1997,Othella Harrington
Off Court,HOU,755,0.519,31.7,68.9,50.9,66.0,8.5,6.7,14.9,112.5,0.484,31.1,68.3,49.1,61.7,9.9,7.9,12.4,109.6,0.035,0.5,0.5,1.8,4.3,-1.4,-1.2,2.6,2.9,1997,Othella Harrington
On − Off,HOU,2%,-0.126,3.6,-10.1,-3.8,-32.7,-1.6,-2.5,-5.8,-9.5,-0.018,10.1,-3.6,3.8,-20.0,-6.9,3.2,4.8,-9.6,-0.108,-6.4,-6.4,-7.7,-12.6,5.3,-5.7,-10.8,0.1,1997,Othella Harrington
On Court,SEA,483,0.499,33.5,68.7,50.9,62.6,10.6,7.5,13.0,114.1,0.492,31.3,66.5,49.1,64.7,9.3,7.0,15.3,105.2,0.007,2.2,2.2,1.8,-2.1,1.3,0.5,-2.2,8.9,1997,Hersey Hawkins
Off Court,SEA,100,0.467,26.9,69.6,46.5,69.6,10.8,8.0,13.7,101.1,0.484,30.4,73.1,53.5,70.3,8.9,5.0,18.6,103.1,-0.017,-3.5,-3.5,-7.0,-0.7,1.9,3.0,-4.9,-2.0,1997,Hersey Hawkins
On − Off,SEA,83%,0.032,6.6,-0.9,4.4,-7.0,-0.2,-0.5,-0.7,13.0,0.008,0.9,-6.6,-4.4,-5.6,0.4,2.0,-3.3,2.1,0.024,5.7,5.7,8.8,-1.4,-0.6,-2.5,2.7,10.9,1997,Hersey Hawkins
On Court,MIN,1,1.0,,,,33.3,0.0,,0.0,200.0,1.5,,,,50.0,0.0,0.0,0.0,300.0,-0.5,,,,-16.7,0.0,,0.0,-100.0,1997,Shane Heal
Off Court,MIN,142,0.479,29.6,69.2,46.6,60.7,8.6,8.0,9.7,108.6,0.566,30.8,70.4,53.4,76.1,7.1,5.6,12.6,121.6,-0.086,-1.3,-1.3,-6.8,-15.4,1.5,2.4,-2.9,-13.0,1997,Shane Heal
On − Off,MIN,1%,0.521,-29.6,-69.2,-46.6,-27.4,-8.6,-8.0,-9.7,91.4,0.934,-30.8,-70.4,-53.4,-26.1,-7.1,-5.6,-12.6,178.4,-0.414,1.3,1.3,6.8,-1.3,-1.5,-2.4,2.9,-87.0,1997,Shane Heal
On Court,ATL,135,0.49,37.3,69.9,53.8,47.1,4.0,7.3,16.1,110.6,0.518,30.1,62.7,46.2,52.8,10.6,7.0,12.4,110.8,-0.028,7.2,7.2,7.6,-5.7,-6.6,0.3,3.8,-0.2,1997,Alan Henderson
Off Court,ATL,342,0.483,26.7,69.0,49.6,50.9,5.8,7.2,15.9,103.3,0.471,31.0,73.3,50.4,54.3,8.0,7.2,11.2,105.8,0.013,-4.3,-4.3,-0.7,-3.4,-2.3,0.0,4.7,-2.5,1997,Alan Henderson
On − Off,ATL,28%,0.007,10.6,0.9,4.2,-3.8,-1.8,0.1,0.2,7.3,0.047,-0.9,-10.6,-4.2,-1.5,2.6,-0.2,1.2,5.0,-0.041,11.5,11.5,8.3,-2.3,-4.3,0.3,-0.9,2.3,1997,Alan Henderson
On Court,DET,203,0.475,22.5,69.3,43.5,41.3,8.7,4.5,10.6,103.7,0.514,30.7,77.5,56.5,51.4,6.0,7.8,15.9,109.0,-0.039,-8.2,-8.2,-13.1,-10.1,2.7,-3.3,-5.3,-5.2,1997,Grant Hill
Off Court,DET,36,0.448,15.6,70.0,41.9,45.8,7.7,8.8,10.4,98.5,0.394,30.0,84.4,58.1,63.2,1.5,8.9,20.0,93.8,0.054,-14.4,-14.4,-16.1,-17.3,6.2,-0.1,-9.6,4.7,1997,Grant Hill
On − Off,DET,85%,0.027,6.9,-0.7,1.6,-4.5,1.0,-4.3,0.2,5.2,0.12,0.7,-6.9,-1.6,-11.8,4.5,-1.1,-4.1,15.2,-0.093,6.2,6.2,3.0,7.2,-3.5,-3.2,4.3,-9.9,1997,Grant Hill
On Court,UTA,702,0.495,30.5,73.1,52.6,64.8,7.8,8.9,12.3,112.0,0.483,26.9,69.5,47.4,57.8,7.4,8.9,12.7,107.3,0.012,3.7,3.7,5.1,7.1,0.5,0.0,-0.4,4.7,1997,Jeff Hornacek
Off Court,UTA,259,0.456,26.8,73.9,51.7,64.0,10.1,8.1,15.6,93.4,0.483,26.1,73.2,48.3,62.7,9.4,10.3,14.4,111.0,-0.027,0.6,0.6,3.3,1.3,0.7,-2.2,1.2,-17.6,1997,Jeff Hornacek
On − Off,UTA,73%,0.039,3.7,-0.8,0.9,0.8,-2.3,0.8,-3.3,18.6,0.0,0.8,-3.7,-0.9,-4.9,-2.0,-1.4,-1.7,-3.7,0.039,3.1,3.1,1.8,5.8,-0.2,2.2,-1.6,22.3,1997,Jeff Hornacek
On Court,LAL,279,0.478,28.3,70.3,48.5,66.1,7.0,10.0,13.5,108.6,0.48,29.7,71.7,51.5,67.2,7.6,10.9,13.5,109.5,-0.003,-1.4,-1.4,-3.1,-1.0,-0.6,-0.9,0.1,-0.9,1997,Robert Horry
Off Court,LAL,157,0.486,31.3,68.4,51.4,59.4,8.8,11.5,13.2,112.8,0.443,31.6,68.7,48.6,64.9,5.3,6.4,16.9,94.9,0.043,-0.3,-0.3,2.8,-5.5,3.5,5.1,-3.7,18.0,1997,Robert Horry
On − Off,LAL,64%,-0.008,-3.0,1.9,-2.9,6.7,-1.8,-1.5,0.3,-4.2,0.037,-1.9,3.0,2.9,2.3,2.3,4.5,-3.4,14.6,-0.046,-1.1,-1.1,-5.9,4.5,-4.1,-6.0,3.8,-18.9,1997,Robert Horry
