player,url,year
Mahmoud Abdul-Rauf,https://www.basketball-reference.com/players/a/abdulma02.html,1997
Shareef Abdur-Rahim,https://www.basketball-reference.com/players/a/abdursh01.html,1997
Rafael Addison,https://www.basketball-reference.com/players/a/addisra01.html,1997
Cory Alexander,https://www.basketball-reference.com/players/a/alexaco01.html,1997
Jerome Allen,https://www.basketball-reference.com/players/a/allenje01.html,1997
Jerome Allen,https://www.basketball-reference.com/players/a/allenje01.html,1997
Jerome Allen,https://www.basketball-reference.com/players/a/allenje01.html,1997
Ray Allen,https://www.basketball-reference.com/players/a/allenra02.html,1997
Derrick Alston,https://www.basketball-reference.com/players/a/alstode01.html,1997
Ashraf Amaya,https://www.basketball-reference.com/players/a/amayaas01.html,1997
Greg Anderson,https://www.basketball-reference.com/players/a/andergr01.html,1997
Kenny Anderson,https://www.basketball-reference.com/players/a/anderke01.html,1997
Nick Anderson,https://www.basketball-reference.com/players/a/anderni01.html,1997
Shandon Anderson,https://www.basketball-reference.com/players/a/andersh01.html,1997
Willie Anderson,https://www.basketball-reference.com/players/a/anderwi01.html,1997
Greg Anthony,https://www.basketball-reference.com/players/a/anthogr01.html,1997
B.J. Armstrong,https://www.basketball-reference.com/players/a/armstbj01.html,1997
Darrell Armstrong,https://www.basketball-reference.com/players/a/armstda01.html,1997
Vincent Askew,https://www.basketball-reference.com/players/a/askewvi01.html,1997
Vincent Askew,https://www.basketball-reference.com/players/a/askewvi01.html,1997
Vincent Askew,https://www.basketball-reference.com/players/a/askewvi01.html,1997
Vincent Askew,https://www.basketball-reference.com/players/a/askewvi01.html,1997
Keith Askins,https://www.basketball-reference.com/players/a/askinke01.html,1997
Stacey Augmon,https://www.basketball-reference.com/players/a/augmost01.html,1997
Stacey Augmon,https://www.basketball-reference.com/players/a/augmost01.html,1997
Stacey Augmon,https://www.basketball-reference.com/players/a/augmost01.html,1997
Isaac Austin,https://www.basketball-reference.com/players/a/austiis01.html,1997
Vin Baker,https://www.basketball-reference.com/players/b/bakervi01.html,1997
Charles Barkley,https://www.basketball-reference.com/players/b/barklch01.html,1997
Dana Barros,https://www.basketball-reference.com/players/b/barroda01.html,1997
Brent Barry,https://www.basketball-reference.com/players/b/barrybr01.html,1997
Jon Barry,https://www.basketball-reference.com/players/b/barryjo01.html,1997
