SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,player_on,HeaveMakes,Blocked3s,BlockedArc3,BlockedCorner3,player_id,team_id,year,season,player_vs,3pt And 1 Free Throw Trips,FoulsDrawn,Offensive Fouls Drawn,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,BlockingFouls,Charge Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,Transition Take Fouls,Transition Take Fouls Drawn
53362.0,889.0,-92.0,1731.0,1748.0,498.0,489.0,198.0,3479.0,245.0,453.0,51.0,97.0,69.0,125.0,136.0,320.0,190.0,464.0,26.0,74.0,4.0,9.0,1.0,16.0,63.0,206.0,8.0,18.0,19.0,78.0,571.0,1237.0,89.0,280.0,339.0,1748.0,1840.0,82.0,163.0,12.0,27.0,47.0,247.0,150.0,325.0,20.0,94.0,126.0,486.0,526.0,616.0,222.0,45.0,78.0,10.0,196.0,63.0,88.0,,263.0,74.0,337.0,50.0,24.0,109.0,49.0,105.0,748.0,38.0,188.0,6.0,184.0,406.0,52.0,642.0,232.0,874.0,34.0,114.0,70.0,44.0,114.0,23.0,72.0,152.0,20.0,42.0,35.0,266.0,14.0,74.0,198.0,416.0,,21.0,33.0,428.0,45.0,10.0,189.0,2.0,40.0,86.0,63.0,10.0,13.0,92.0,56.0,2.0,1.0,4.0,14.0,1501.0,486.0,498.0,55.0,0.4605954465849387,0.4943609022556391,0.8314606741573034,0.3178571428571428,0.4444444444444444,0.2127659574468085,0.3296296296296296,0.4616006467259498,0.5030674846625767,0.4615384615384615,0.464403427818062,0.5263157894736842,0.4295942720763723,0.5105695830886671,0.5717592592592593,0.4898785425101215,0.1845748187211602,,0.0711398544866612,0.1368653421633554,0.059375,0.0150862068965517,,,0.4285714285714285,0.8666666666666667,0.12,0.7147887323943662,0.2887864823348694,0.7479674796747967,0.2222222222222222,0.7248157248157249,0.2749391727493917,0.3816425120772946,0.2865168539325842,0.2180451127819548,0.2177419354838709,0.2340425531914893,0.6716417910447762,0.7364864864864865,0.7397260273972602,0.7425149700598802,0.759493670886076,0.0463215258855585,93.88253813575204,0.6086956521739131,15.119006354708262,15.55549199084668,14.44309647602542,14.756292906178489,0.2986156888595913,0.5408388520971302,0.6265984654731458,0.4448979591836735,0.2109426499670402,0.425,0.4518272425249169,0.3602941176470588,0.3058668424522083,0.4094827586206896,0.4157549234135667,0.5526315789473685,0.048780487804878,0.3513513513513513,0.3513513513513513,0.9230769230769232,0.1357943309162821,0.3058252427184466,0.3058252427184466,0.7936507936507936,0.5105263157894737,0.5257731958762887,0.1568627450980392,0.0473684210526315,0.4444444444444444,1.0,0.0947368421052631,0.4444444444444444,1.0,0.2983293556085918,0.552,0.0381861575178997,0.0625,0.1861575178997613,0.2435897435897435,0.4831905075807515,0.3214285714285714,0.4793966067864273,0.5070575757575759,0.4702393902439025,0.1148526758869512,0.1368573497465604,0.0070921985815602,0.1413043478260869,0.2780320366132723,9.392320129345189,25.99142857142857,0.2876949740034662,True,,6.0,5.0,1.0,101146,1610612761,2009,2008-09,False,,368.0,30.0,8.0,20.0,39.0,,,,,,
184298.0,3072.0,-139.0,5877.0,5872.0,1411.0,1243.0,637.0,11749.0,828.0,1348.0,155.0,275.0,173.0,300.0,362.0,943.0,814.0,1856.0,111.0,255.0,10.0,21.0,36.0,75.0,279.0,754.0,25.0,64.0,75.0,217.0,2004.0,4147.0,390.0,1009.0,1195.0,6373.0,6512.0,241.0,499.0,35.0,85.0,148.0,735.0,397.0,836.0,111.0,292.0,467.0,1594.0,2272.0,1736.0,1086.0,84.0,228.0,11.0,743.0,279.0,292.0,6.0,1136.0,362.0,1498.0,255.0,107.0,483.0,185.0,468.0,3358.0,155.0,557.0,13.0,596.0,1363.0,112.0,2071.0,725.0,2796.0,89.0,409.0,253.0,156.0,407.0,101.0,243.0,425.0,44.0,164.0,71.0,832.0,64.0,195.0,554.0,1177.0,2.0,61.0,117.0,1433.0,125.0,28.0,594.0,8.0,162.0,289.0,194.0,19.0,76.0,298.0,165.0,14.0,1.0,24.0,19.0,5638.0,1594.0,1411.0,112.0,0.5668662674650699,0.6010582010582011,0.9282051282051282,0.3865213082259663,0.4117647058823529,0.3801369863013699,0.3907815631262525,0.4832408970340004,0.4829659318637274,0.4748803827751196,0.502133436772692,0.502568493150685,0.4995567375886525,0.5480835635359116,0.547976011994003,0.5709654178674352,0.1956943366951125,0.0059464816650148,0.0704123462744152,0.1313056379821958,0.0858960763520678,0.0183189655172413,0.0039215686274509,0.006631299734748,0.4891826923076923,0.8818897637795275,0.1238095238095238,0.6939918533604889,0.2626119754832626,0.7582697201017812,0.2636054421768707,0.7123636363636363,0.262827611664821,0.3560311284046693,0.2556521739130434,0.2199612403100775,0.2651685393258427,0.2587412587412587,0.5844961240310077,0.6993865030674846,0.7759036144578313,0.7667269439421338,0.7381974248927039,0.0368377483443708,91.80001953358148,0.5536912751677853,15.44104134762634,15.931709809264303,14.77301344223243,15.15224795640327,0.2614429790535298,0.6142433234421365,0.7070879590093937,0.5833333333333334,0.1828937160589604,0.383881230116649,0.419953596287703,0.511049723756906,0.3599689681923972,0.4385775862068966,0.446761800219539,0.5749385749385749,0.0494569433669511,0.4352941176470588,0.437007874015748,0.963963963963964,0.1462373933281613,0.3700265251989389,0.3724966622162884,0.913978494623656,0.4708904109589041,0.5636363636363636,0.1677419354838709,0.035958904109589,0.4761904761904761,0.9,0.1095890410958904,0.390625,0.96,0.2659574468085106,0.5766666666666667,0.0664893617021276,0.48,0.1923758865248226,0.3456221198156682,0.4571373157486423,0.3755047106325707,0.4862622615803812,0.5071252620545071,0.4816122531418311,0.1069271758436944,0.1286828422876949,0.0078895463510848,0.1153302997018672,0.2501176839792876,10.389510489510483,25.157086223984148,0.2400884805172707,False,,9.0,7.0,2.0,101146,1610612761,2009,2008-09,False,3.0,1272.0,124.0,10.0,68.0,155.0,,,,,,
5814.0,97.0,17.0,186.0,185.0,84.0,100.0,20.0,371.0,29.0,45.0,6.0,10.0,13.0,19.0,17.0,33.0,16.0,39.0,4.0,10.0,1.0,2.0,3.0,4.0,13.0,35.0,,,6.0,13.0,62.0,117.0,17.0,45.0,44.0,219.0,202.0,7.0,17.0,1.0,2.0,6.0,23.0,27.0,47.0,9.0,17.0,33.0,114.0,54.0,70.0,42.0,9.0,6.0,,35.0,13.0,5.0,,27.0,14.0,41.0,10.0,4.0,13.0,6.0,8.0,96.0,7.0,16.0,1.0,13.0,39.0,7.0,59.0,24.0,83.0,3.0,11.0,7.0,4.0,15.0,2.0,5.0,8.0,1.0,10.0,1.0,23.0,3.0,11.0,26.0,36.0,,2.0,,59.0,10.0,1.0,24.0,,10.0,6.0,5.0,,1.0,6.0,5.0,,,,,196.0,114.0,84.0,2.0,0.4354838709677419,0.4576271186440678,0.8235294117647058,0.3777777777777777,0.5,0.5294117647058824,0.3777777777777777,0.5299145299145299,0.4117647058823529,0.574468085106383,0.5401234567901234,0.4473684210526316,0.6328125,0.5860215053763441,0.4782608695652174,0.6975308641975309,0.2777777777777778,,0.0427350427350427,0.0666666666666666,0.0303030303030303,0.0256410256410256,,,0.6521739130434783,1.0,0.125,0.65,0.2962962962962963,0.8666666666666667,0.2692307692307692,0.6933333333333334,0.2875,0.3125,0.1875,0.3636363636363636,0.25,0.3333333333333333,0.6,0.6,0.7,0.9166666666666666,0.6666666666666666,0.04,91.88854489164086,0.8333333333333334,14.919354838709678,16.427027027027027,14.112903225806452,15.843243243243244,0.2777777777777778,0.6444444444444445,0.6904761904761905,0.4482758620689655,0.2037037037037037,0.5151515151515151,0.53125,0.3529411764705882,0.2407407407407407,0.4102564102564102,0.4210526315789473,0.5,0.0617283950617283,0.4,0.4,1.0,0.2160493827160493,0.3714285714285714,0.3714285714285714,0.7692307692307693,0.5263157894736842,0.6,0.1666666666666666,0.1052631578947368,0.5,1.0,,,,0.296875,0.6842105263157895,0.0625,0.75,0.203125,0.4615384615384615,0.5555555555555556,0.3714285714285714,0.4886192546583852,0.5116821428571428,0.495415873015873,0.1363636363636363,0.183206106870229,,0.1050228310502283,0.5205479452054794,8.567521367521367,25.65333333333333,0.4516129032258064,True,,,,,101146,1610612749,2010,2009-10,False,,44.0,3.0,2.0,3.0,10.0,,,,,,
233946.0,3899.0,122.0,7444.0,7448.0,1709.0,2279.0,977.0,14892.0,1125.0,2022.0,283.0,513.0,248.0,440.0,495.0,1261.0,723.0,1785.0,209.0,522.0,23.0,51.0,38.0,109.0,419.0,1246.0,40.0,120.0,93.0,316.0,2343.0,5068.0,628.0,1768.0,1220.0,7790.0,7668.0,388.0,774.0,63.0,171.0,153.0,1118.0,464.0,1013.0,131.0,425.0,470.0,1791.0,2328.0,2358.0,1605.0,279.0,438.0,17.0,1228.0,418.0,402.0,14.0,1164.0,535.0,1699.0,334.0,201.0,572.0,188.0,404.0,3933.0,274.0,841.0,21.0,577.0,1861.0,217.0,2655.0,1136.0,3791.0,122.0,569.0,325.0,244.0,558.0,109.0,367.0,504.0,52.0,191.0,68.0,1062.0,100.0,250.0,954.0,1787.0,1.0,111.0,131.0,1616.0,150.0,52.0,654.0,7.0,197.0,373.0,293.0,30.0,50.0,379.0,254.0,9.0,3.0,23.0,34.0,6672.0,1791.0,1709.0,190.0,0.4967989756722151,0.5480225988700564,0.8519108280254777,0.3552036199095023,0.3684210526315789,0.308235294117647,0.3580810965162764,0.4623125493291239,0.5012919896640827,0.4580454096742349,0.4805441778818022,0.5105820105820106,0.4593184979137691,0.5136568549456377,0.5402131782945736,0.5186697782963827,0.2586307782328847,0.007918552036199,0.0793212312549329,0.1335311572700296,0.0753370340999207,0.0207282913165266,0.0134099616858237,0.0056179775280898,0.5254237288135594,0.8930041152263375,0.1105263157894736,0.7298039215686275,0.3119436201780415,0.7602108036890646,0.25,0.7367784829253551,0.2940400843881856,0.445823927765237,0.3,0.2076190476190476,0.2493638676844783,0.2516129032258064,0.6386363636363637,0.7560192616372392,0.7908309455587392,0.7712177121771218,0.7327188940092166,0.0360094451003541,91.66423020697084,0.6701846965699209,15.736835034927456,15.68219656283566,14.864185921547556,15.02873254564984,0.2957870099473376,0.5563798219584569,0.6421232876712328,0.5084444444444445,0.1844645991808075,0.3925455987311657,0.4245283018867924,0.3797979797979798,0.2611176126389701,0.4050420168067227,0.4136155606407322,0.5587828492392808,0.0763604447045055,0.4003831417624521,0.4058252427184466,0.9617224880382776,0.1822703335283791,0.3362760834670947,0.3381759483454398,0.7971360381861575,0.5428571428571428,0.5516569200779727,0.1448763250883392,0.0539682539682539,0.4509803921568627,0.8695652173913043,0.1269841269841269,0.3333333333333333,0.825,0.3059805285118219,0.5636363636363636,0.0757997218358831,0.3486238532110092,0.2197496522948539,0.2943037974683544,0.5544177881802224,0.3403908794788273,0.4982936829734098,0.5214866622864652,0.4895465444287729,0.0899931926480599,0.1173725771715721,0.0039481105470953,0.1435173299101412,0.2299101412066752,8.612549329123926,25.37986425339365,0.2295808704997313,False,1.0,6.0,5.0,1.0,101146,1610612749,2010,2009-10,False,2.0,1618.0,220.0,39.0,113.0,178.0,,,,,,
