SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,player_on,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,player_id,team_id,year,season,player_vs,FoulsDrawn,Offensive Fouls Drawn,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,BlockingFouls,Charge Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,Transition Take Fouls,Transition Take Fouls Drawn
78345.0,1306.0,-109.0,2388.0,2406.0,651.0,654.0,267.0,4794.0,346.0,551.0,66.0,126.0,84.0,137.0,191.0,490.0,244.0,642.0,31.0,73.0,3.0,5.0,6.0,14.0,79.0,282.0,7.0,26.0,19.0,82.0,781.0,1683.0,110.0,355.0,443.0,2335.0,2444.0,107.0,229.0,10.0,31.0,41.0,285.0,183.0,397.0,25.0,96.0,191.0,632.0,750.0,812.0,276.0,54.0,100.0,,6.0,276.0,79.0,77.0,375.0,92.0,467.0,62.0,30.0,167.0,68.0,140.0,1026.0,52.0,261.0,9.0,212.0,628.0,57.0,897.0,322.0,1219.0,47.0,190.0,111.0,79.0,213.0,46.0,112.0,204.0,23.0,101.0,25.0,417.0,28.0,110.0,221.0,597.0,,44.0,59.0,601.0,36.0,21.0,211.0,5.0,90.0,137.0,3.0,2.0,82.0,1.0,12.0,43.0,140.0,84.0,5.0,2.0,8.0,1.0,2050.0,632.0,651.0,94.0,0.4801536491677337,0.5129958960328317,0.8363636363636363,0.3098591549295774,0.3225806451612903,0.2604166666666667,0.3151862464183381,0.4640522875816993,0.4672489082969432,0.4609571788413098,0.4641805691854759,0.4692307692307692,0.447261663286004,0.5023840485478978,0.4947916666666667,0.5064724919093851,0.1741903827281648,0.0457516339869281,0.0653357531760435,0.0653061224489796,0.014018691588785,0.5107913669064749,0.9047619047619048,0.12,0.7396937573616019,0.2939189189189189,0.726027397260274,0.2270742358078602,0.7361963190184049,0.2802148612354521,0.4166666666666667,0.2779661016949152,0.2416452442159383,0.2513368983957219,0.119047619047619,0.6302521008403361,0.7509578544061303,0.8057142857142857,0.7355371900826446,0.68,0.0453230472516875,88.11487650775416,0.6,16.28601340033501,16.398171238570242,15.458961474036853,15.472984206151288,0.2703631010794897,0.6279491833030852,0.6718446601941748,0.4826589595375722,0.240431795878312,0.3897959183673469,0.4170305676855895,0.3560209424083769,0.3150147203140334,0.3800623052959501,0.3854660347551343,0.5737704918032787,0.035819430814524,0.4246575342465753,0.4428571428571428,0.967741935483871,0.1383709519136408,0.2801418439716312,0.2821428571428571,0.7848101265822784,0.4846153846153846,0.5238095238095238,0.2272727272727272,0.0192307692307692,0.6,1.0,0.1,0.2692307692307692,0.7142857142857143,0.2778904665314402,0.6131386861313869,0.0283975659229208,0.4285714285714285,0.1663286004056795,0.2317073170731707,0.4445534838076546,0.286231884057971,0.4660309418145957,0.4873024444444446,0.4479450515463917,0.0974289580514208,0.1135629709364908,0.0139275766016713,0.1220556745182012,0.2706638115631691,9.704396910279266,25.348732394366195,0.2726130653266331,True,5.0,1.0,0.0140845070422535,0.0410958904109589,0.0070921985815602,105,1610612748,2001,2000-01,True,,,,,,,,,,,
160215.0,2670.0,-79.0,4847.0,4838.0,1322.0,1331.0,621.0,9685.0,677.0,1142.0,178.0,281.0,187.0,312.0,436.0,1064.0,447.0,1285.0,45.0,132.0,5.0,11.0,10.0,37.0,205.0,600.0,20.0,67.0,50.0,178.0,1560.0,3491.0,250.0,732.0,896.0,4766.0,4845.0,266.0,503.0,25.0,78.0,114.0,721.0,385.0,870.0,60.0,215.0,381.0,1331.0,1488.0,1632.0,630.0,120.0,306.0,2.0,11.0,587.0,203.0,215.0,744.0,210.0,954.0,167.0,43.0,327.0,148.0,269.0,2118.0,122.0,594.0,19.0,410.0,1276.0,123.0,1809.0,735.0,2544.0,87.0,408.0,257.0,151.0,420.0,108.0,242.0,438.0,35.0,178.0,45.0,858.0,89.0,210.0,423.0,1227.0,1.0,94.0,153.0,1217.0,106.0,50.0,451.0,2.0,184.0,282.0,2.0,,166.0,2.0,24.0,92.0,284.0,181.0,28.0,5.0,21.0,18.0,4045.0,1331.0,1322.0,192.0,0.4769230769230769,0.5287846481876333,0.84,0.3415300546448087,0.3205128205128205,0.2790697674418604,0.3439667128987517,0.4468633629332569,0.5288270377733598,0.4425287356321839,0.458205067487568,0.5223752151462995,0.4377880184331797,0.4976856722070271,0.5506912442396313,0.4992435703479576,0.1733364906464598,0.0615869378401604,0.1024518388791593,0.0610902255639097,0.02568093385214,0.4895104895104895,0.9318181818181818,0.1292517006802721,0.7188732394366197,0.31246712256707,0.737410071942446,0.2657952069716776,0.7232947232947233,0.3033898305084745,0.3986928104575163,0.3150242326332795,0.2624544349939247,0.2688172043010752,0.2528735632183908,0.6301075268817204,0.7254901960784313,0.7690253671562083,0.7429245283018868,0.7196969696969697,0.0405594405594405,87.04802921074806,0.6373239436619719,16.415514751392614,16.669904919388177,15.56447286981638,15.75713104588673,0.2704238692872365,0.5928196147110333,0.6604878048780488,0.48301329394387,0.25195358749704,0.4097744360902255,0.4364364364364364,0.3394495412844037,0.3042860525692635,0.3478599221789883,0.3570287539936102,0.6017897091722595,0.0312573999526403,0.3409090909090909,0.3409090909090909,0.9555555555555556,0.1420790906938195,0.3416666666666667,0.3456998313659359,0.8146341463414634,0.4836488812392427,0.6334519572953736,0.146067415730337,0.0189328743545611,0.4545454545454545,1.0,0.1153184165232358,0.2985074626865671,0.9,0.2875576036866359,0.5993589743589743,0.0341013824884792,0.2702702702702703,0.1640552995391705,0.2808988764044944,0.4437603599336964,0.3458262350936967,0.4645736935866984,0.4854080645161291,0.4555654452690165,0.0991464215364412,0.117570385818561,0.0027285129604365,0.1512798992866135,0.2792698279479647,9.482440561443712,25.23729508196721,0.2727460284712193,False,7.0,1.0,0.0095628415300546,,0.0116666666666666,105,1610612748,2001,2000-01,True,,,,,,,,,,,
70946.0,1182.0,-62.0,2257.0,2265.0,813.0,590.0,319.0,4522.0,362.0,635.0,89.0,167.0,126.0,232.0,130.0,370.0,221.0,581.0,30.0,86.0,6.0,13.0,9.0,25.0,94.0,293.0,14.0,31.0,33.0,110.0,713.0,1586.0,124.0,379.0,510.0,2308.0,2370.0,123.0,257.0,20.0,44.0,68.0,374.0,238.0,518.0,42.0,135.0,287.0,889.0,778.0,648.0,315.0,57.0,138.0,,4.0,289.0,94.0,106.0,389.0,105.0,494.0,78.0,27.0,189.0,59.0,141.0,1093.0,68.0,300.0,8.0,223.0,538.0,54.0,815.0,376.0,1191.0,47.0,204.0,128.0,76.0,204.0,42.0,124.0,162.0,23.0,80.0,11.0,366.0,33.0,106.0,215.0,469.0,,21.0,48.0,661.0,51.0,19.0,221.0,2.0,125.0,128.0,3.0,3.0,87.0,,14.0,27.0,131.0,75.0,5.0,1.0,5.0,10.0,1934.0,889.0,813.0,55.0,0.5455820476858345,0.6040372670807453,0.8467741935483871,0.3271767810026385,0.4545454545454545,0.3111111111111111,0.3306666666666666,0.4495586380832282,0.4785992217898833,0.4594594594594595,0.4575063613231552,0.5083056478405316,0.4609494640122512,0.5079610791685095,0.5483870967741935,0.5421245421245421,0.1928753180661577,0.0668348045397225,0.1102362204724409,0.0675675675675675,0.0189328743545611,0.5573770491803278,0.9152542372881356,0.1081081081081081,0.6529126213592233,0.3508771929824561,0.735973597359736,0.2833333333333333,0.6752440106477373,0.3360730593607306,0.4285714285714285,0.3093220338983051,0.320113314447592,0.2594594594594595,0.3636363636363636,0.5374149659863946,0.691358024691358,0.7386759581881533,0.7565217391304347,0.6712328767123288,0.0475708502024291,91.7836100696304,0.5725190839694656,15.96189632255206,15.417218543046358,15.15861763402747,14.522295805739514,0.3231552162849873,0.5700787401574803,0.6407079646017699,0.5220994475138122,0.188295165394402,0.3513513513513513,0.3768115942028985,0.4538461538461538,0.2956743002544529,0.3803786574870912,0.387719298245614,0.6380090497737556,0.043765903307888,0.3488372093023256,0.3529411764705882,0.9,0.1491094147582697,0.3208191126279863,0.3230240549828179,0.8297872340425532,0.5548172757475083,0.5329341317365269,0.1797752808988764,0.0431893687707641,0.4615384615384615,0.8333333333333334,0.1029900332225913,0.4516129032258064,0.9285714285714286,0.3552833078101072,0.5431034482758621,0.0382848392036753,0.36,0.1684532924961715,0.3,0.516030534351145,0.3252595155709342,0.4795115620214396,0.508416216216216,0.4735681047765792,0.1044007490636704,0.1258542141230068,0.0052631578947368,0.1620450606585788,0.3851819757365685,8.611979823455227,25.338522427440623,0.3602126716880815,True,3.0,1.0,0.0079155672823219,0.0116279069767441,0.0068259385665529,105,1610612756,2002,2001-02,True,,,,,,,,,,,
167014.0,2784.0,118.0,5330.0,5314.0,1252.0,1025.0,712.0,10644.0,840.0,1435.0,185.0,335.0,192.0,309.0,424.0,1069.0,547.0,1365.0,75.0,205.0,13.0,29.0,21.0,59.0,234.0,624.0,20.0,59.0,52.0,144.0,1811.0,3869.0,309.0,829.0,1001.0,5550.0,5432.0,284.0,566.0,33.0,88.0,147.0,814.0,392.0,787.0,73.0,203.0,387.0,1390.0,2106.0,1516.0,822.0,105.0,326.0,,5.0,619.0,234.0,285.0,1053.0,274.0,1327.0,200.0,74.0,478.0,208.0,367.0,2928.0,157.0,661.0,23.0,281.0,1498.0,116.0,1895.0,841.0,2736.0,95.0,481.0,318.0,163.0,464.0,121.0,316.0,435.0,56.0,148.0,43.0,899.0,95.0,194.0,495.0,1052.0,2.0,71.0,111.0,1352.0,105.0,43.0,546.0,3.0,158.0,337.0,7.0,6.0,217.0,1.0,22.0,98.0,344.0,212.0,16.0,2.0,16.0,19.0,4736.0,1390.0,1252.0,88.0,0.5814467145223633,0.6389563106796117,0.8867313915857605,0.3727382388419782,0.375,0.3596059113300492,0.375,0.4680796071336263,0.5017667844522968,0.4980940279542566,0.4841421881651767,0.5099388379204893,0.5065656565656566,0.5200943396226415,0.5463709677419355,0.5626016260162602,0.1764580672626649,0.0736624450762471,0.1337979094076655,0.0710944808231992,0.0124542124542124,0.5161290322580645,0.8592592592592593,0.1393939393939394,0.6675579322638147,0.324656188605108,0.7205128205128205,0.3158953722334004,0.6753986332574032,0.3229372285827082,0.4331641285956006,0.3056426332288401,0.2602230483271375,0.3081081081081081,0.3385826771653543,0.5825958702064897,0.6987087517934003,0.7088607594936709,0.7226027397260274,0.7142857142857143,0.0422597864768683,91.77290526542686,0.6162790697674418,16.099624765478424,15.280955965374485,15.299249530956848,14.432818968761762,0.3054491272882077,0.5853658536585366,0.6757843925985519,0.569047619047619,0.2275436355896126,0.3966323666978484,0.4269889224572004,0.490566037735849,0.2905491698595147,0.4007326007326007,0.4057863501483679,0.6709323583180987,0.0436355896126011,0.3658536585365853,0.3676470588235294,0.9866666666666668,0.1328224776500638,0.375,0.3786407766990291,0.8547008547008547,0.5122324159021406,0.5522388059701493,0.1675675675675675,0.0443425076452599,0.4482758620689655,1.0,0.0902140672782874,0.3389830508474576,0.95,0.3121212121212121,0.6213592233009708,0.0595959595959596,0.3559322033898305,0.1454545454545454,0.3611111111111111,0.4819071945508727,0.3780290791599354,0.4824346481876331,0.5094529783393502,0.4778185279187816,0.1067677946324387,0.1266821345707656,0.0036057692307692,0.1466666666666666,0.2504504504504504,8.753812354613597,24.97816646562121,0.2348968105065666,False,7.0,,0.008443908323281,0.0048780487804878,0.0096153846153846,105,1610612756,2002,2001-02,True,1.0,1.0,,,,,,,,,
