Split,Tm,MP,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,eFG%_opp,ORB%_opp,DRB%_opp,TRB%_opp,AST%_opp,STL%_opp,BLK%_opp,TOV%_opp,ORtg_opp,eFG%_diff,ORB%_diff,DRB%_diff,TRB%_diff,AST%_diff,STL%_diff,BLK%_diff,TOV%_diff,ORtg_diff,year,player,tempkey
On Court,POR,101,0.488,34.8,75.0,54.0,66.2,6.5,10.7,12.5,116.1,0.519,25.0,65.2,46.0,58.7,8.3,12.5,10.6,113.6,-0.031,9.8,9.8,8.0,7.5,-1.8,-1.8,1.9,2.6,1998,Walt Williams,Walt Williams1998
Off Court,POR,90,0.49,32.0,72.7,51.1,67.1,8.7,7.2,18.6,99.4,0.543,27.3,68.0,48.9,71.8,10.7,12.4,14.0,110.5,-0.053,4.7,4.7,2.1,-4.7,-2.0,-5.2,4.7,-11.0,1998,Walt Williams,Walt Williams1998
On − Off,POR,53%,-0.002,2.8,2.3,2.9,-0.9,-2.2,3.5,-6.1,16.7,-0.024,-2.3,-2.8,-2.9,-13.1,-2.4,0.1,-3.4,3.1,0.022,5.1,5.1,5.9,12.2,0.2,3.4,-2.8,13.6,1998,Walt Williams,Walt Williams1998
On Court,HOU,168,0.427,25.6,80.0,50.0,57.0,8.6,6.7,13.4,97.1,0.498,20.0,74.4,50.0,63.9,9.8,9.6,14.2,101.0,-0.071,5.6,5.6,0.0,-6.9,-1.2,-2.8,-0.8,-3.9,1998,Kevin Willis,Kevin Willis1998
Off Court,HOU,69,0.389,23.5,69.9,47.5,52.6,7.1,10.0,13.7,92.1,0.443,30.1,76.5,52.5,61.2,6.5,12.0,11.4,106.4,-0.053,-6.6,-6.6,-5.0,-8.6,0.7,-2.0,2.2,-14.3,1998,Kevin Willis,Kevin Willis1998
On − Off,HOU,71%,0.038,2.1,10.1,2.5,4.4,1.5,-3.3,-0.3,5.0,0.055,-10.1,-2.1,-2.5,2.7,3.3,-2.4,2.8,-5.4,-0.018,12.2,12.2,5.0,1.7,-1.9,-0.8,-3.0,10.4,1998,Kevin Willis,Kevin Willis1998
On Court,SEA,12,0.333,35.7,54.5,44.0,71.4,10.7,8.7,14.3,96.4,0.458,45.5,64.3,56.0,36.4,10.7,15.8,14.3,107.1,-0.125,-9.7,-9.7,-12.0,35.1,0.0,-7.1,0.0,-10.7,1998,David Wingate,David Wingate1998
Off Court,SEA,464,0.501,32.2,64.6,48.7,61.6,10.1,7.3,11.5,110.8,0.517,35.4,67.8,51.3,69.3,7.9,10.3,15.2,113.4,-0.016,-3.3,-3.3,-2.6,-7.6,2.2,-3.0,-3.7,-2.7,1998,David Wingate,David Wingate1998
On − Off,SEA,3%,-0.168,3.5,-10.1,-4.7,9.8,0.6,1.4,2.8,-14.4,-0.059,10.1,-3.5,4.7,-32.9,2.8,5.5,-0.9,-6.3,-0.109,-6.4,-6.4,-9.4,42.7,-2.2,-4.1,3.7,-8.0,1998,David Wingate,David Wingate1998
On Court,SAC,100,0.534,36.0,74.1,56.3,58.8,11.5,6.1,19.3,108.3,0.494,25.9,64.0,43.8,71.4,12.5,10.2,16.1,104.2,0.04,10.1,10.1,12.5,-12.7,-1.0,-4.0,3.1,4.2,1999,Tariq Abdul-Wahad,Tariq Abdul-Wahad1999
Off Court,SAC,148,0.386,25.7,64.5,43.7,53.7,11.1,5.5,14.7,88.1,0.437,35.5,74.3,56.3,61.5,9.0,4.4,15.0,98.9,-0.051,-9.8,-9.8,-12.7,-7.9,2.1,1.1,-0.3,-10.8,1999,Tariq Abdul-Wahad,Tariq Abdul-Wahad1999
On − Off,SAC,40%,0.148,10.3,9.6,12.6,5.1,0.4,0.6,4.6,20.2,0.057,-9.6,-10.3,-12.5,9.9,3.5,5.8,1.1,5.3,0.091,19.9,19.9,25.2,-4.8,-3.1,-5.1,3.4,15.0,1999,Tariq Abdul-Wahad,Tariq Abdul-Wahad1999
On Court,MIL,119,0.508,28.1,70.7,49.7,57.5,9.0,7.4,14.7,109.4,0.503,29.3,71.9,50.3,74.7,10.7,7.5,16.7,105.6,0.006,-1.2,-1.2,-0.5,-17.2,-1.7,-0.2,-1.9,3.8,1999,Ray Allen,Ray Allen1999
Off Court,MIL,29,0.375,23.1,44.0,33.3,66.7,8.5,18.8,12.8,87.2,0.532,56.0,76.9,66.7,59.1,8.5,10.8,10.6,148.9,-0.157,-32.9,-32.9,-33.3,7.6,0.0,7.9,2.1,-61.7,1999,Ray Allen,Ray Allen1999
On − Off,MIL,81%,0.133,5.0,26.7,16.4,-9.2,0.5,-11.4,1.9,22.2,-0.029,-26.7,-5.0,-16.4,15.6,2.2,-3.3,6.1,-43.3,0.163,31.7,31.7,32.8,-24.8,-1.7,-8.1,-4.0,65.5,1999,Ray Allen,Ray Allen1999
On Court,ORL,151,0.449,36.3,56.7,46.7,69.1,9.6,5.4,19.9,97.2,0.447,43.3,63.7,53.3,60.2,13.6,11.4,13.6,107.4,0.002,-7.0,-7.0,-6.5,8.9,-4.0,-6.0,6.3,-10.1,1999,Nick Anderson,Nick Anderson1999
Off Court,ORL,40,0.298,24.3,64.5,42.6,85.7,11.9,5.4,16.7,78.6,0.471,35.5,75.7,57.4,61.3,10.7,21.2,21.4,92.9,-0.173,-11.2,-11.2,-14.7,24.4,1.2,-15.9,-4.8,-14.3,1999,Nick Anderson,Nick Anderson1999
On − Off,ORL,79%,0.151,12.0,-7.8,4.1,-16.6,-2.3,0.0,3.2,18.6,-0.024,7.8,-12.0,-4.1,-1.1,2.9,-9.8,-7.8,14.5,0.175,4.2,4.2,8.2,-15.5,-5.2,9.9,11.1,4.2,1999,Nick Anderson,Nick Anderson1999
On Court,UTA,295,0.458,30.0,76.0,54.4,63.6,8.0,6.4,15.9,100.0,0.39,24.0,70.0,45.6,57.6,10.9,6.2,13.1,93.7,0.068,6.0,6.0,8.9,6.0,-2.9,0.2,2.7,6.3,1999,Shandon Anderson,Shandon Anderson1999
Off Court,UTA,240,0.442,25.4,69.9,47.6,73.3,9.6,10.2,13.8,98.2,0.489,30.1,74.6,52.4,54.2,9.2,6.0,16.0,103.9,-0.047,-4.7,-4.7,-4.8,19.1,0.4,4.2,-2.1,-5.7,1999,Shandon Anderson,Shandon Anderson1999
On − Off,UTA,55%,0.016,4.6,6.1,6.8,-9.7,-1.6,-3.8,2.1,1.8,-0.099,-6.1,-4.6,-6.8,3.4,1.7,0.2,-2.9,-10.2,0.115,10.7,10.7,13.7,-13.1,-3.3,-4.0,4.8,12.0,1999,Shandon Anderson,Shandon Anderson1999
On Court,POR,223,0.434,23.0,68.6,45.4,68.9,11.3,7.3,12.9,101.5,0.462,31.4,77.0,54.6,61.6,8.1,10.0,17.5,100.3,-0.027,-8.4,-8.4,-9.1,7.3,3.2,-2.7,-4.6,1.3,1999,Greg Anthony,Greg Anthony1999
Off Court,POR,397,0.459,27.5,76.6,52.8,58.8,7.6,7.1,15.1,100.3,0.464,23.4,72.5,47.2,73.0,8.7,9.1,12.6,99.9,-0.004,4.1,4.1,5.7,-14.2,-1.1,-1.9,2.5,0.4,1999,Greg Anthony,Greg Anthony1999
On − Off,POR,36%,-0.025,-4.5,-8.0,-7.4,10.1,3.7,0.2,-2.2,1.2,-0.002,8.0,4.5,7.4,-11.4,-0.6,0.9,4.9,0.4,-0.023,-12.5,-12.5,-14.8,21.5,4.3,-0.8,-7.1,0.9,1999,Greg Anthony,Greg Anthony1999
On Court,ORL,3,0.143,50.0,100.0,57.1,100.0,0.0,0.0,14.3,71.4,0.0,0.0,50.0,42.9,,0.0,0.0,16.7,66.7,0.143,50.0,50.0,14.3,,0.0,0.0,-2.4,4.8,1999,B.J. Armstrong,B.J. Armstrong1999
Off Court,ORL,188,0.429,33.1,57.9,45.7,70.9,10.3,5.4,19.2,93.4,0.455,42.1,66.9,54.3,60.4,13.2,13.2,15.4,104.6,-0.026,-9.0,-9.0,-8.6,10.5,-2.9,-7.7,3.8,-11.2,1999,B.J. Armstrong,B.J. Armstrong1999
On − Off,ORL,1%,-0.286,16.9,42.1,11.4,29.1,-10.3,-5.4,-4.9,-22.0,-0.455,-42.1,-16.9,-11.4,-60.4,-13.2,-13.2,1.3,-37.9,0.169,59.0,59.0,22.9,-10.5,2.9,7.7,-6.2,16.0,1999,B.J. Armstrong,B.J. Armstrong1999
On Court,ORL,162,0.414,34.9,58.7,46.7,72.5,10.7,5.5,19.2,93.3,0.467,41.3,65.1,53.3,61.2,13.5,12.4,15.3,107.0,-0.053,-6.5,-6.5,-6.6,11.4,-2.8,-6.9,3.9,-13.7,1999,Darrell Armstrong,Darrell Armstrong1999
Off Court,ORL,29,0.466,25.0,54.5,40.5,65.0,7.1,4.9,18.6,91.5,0.367,45.5,75.0,59.5,55.6,10.2,16.1,16.1,87.5,0.099,-20.5,-20.5,-19.0,9.4,-3.0,-11.3,2.6,4.0,1999,Darrell Armstrong,Darrell Armstrong1999
On − Off,ORL,85%,-0.052,9.9,4.2,6.2,7.5,3.6,0.6,0.6,1.8,0.1,-4.2,-9.9,-6.2,5.6,3.3,-3.7,-0.8,19.5,-0.152,14.0,14.0,12.4,2.0,0.2,4.4,1.3,-17.7,1999,Darrell Armstrong,Darrell Armstrong1999
On Court,MIA,26,0.474,38.9,68.2,55.0,58.8,17.8,14.3,16.7,104.2,0.395,31.8,61.1,45.0,21.4,10.4,6.7,22.2,82.2,0.079,7.1,7.1,10.0,37.4,7.4,7.6,-5.6,21.9,1999,Keith Askins,Keith Askins1999
Off Court,MIA,213,0.437,20.1,71.3,45.9,60.5,7.8,7.0,13.3,93.8,0.48,28.7,79.9,54.1,43.0,9.2,6.0,12.6,105.6,-0.042,-8.5,-8.5,-8.2,17.5,-1.4,1.0,0.7,-11.8,1999,Keith Askins,Keith Askins1999
On − Off,MIA,11%,0.037,18.8,-3.1,9.1,-1.7,10.0,7.3,3.4,10.4,-0.085,3.1,-18.8,-9.1,-21.6,1.2,0.7,9.6,-23.4,0.121,15.6,15.6,18.2,19.9,8.8,6.6,-6.3,33.7,1999,Keith Askins,Keith Askins1999
On Court,POR,176,0.404,31.9,74.3,52.4,56.2,9.4,7.4,11.8,101.3,0.433,25.7,68.1,47.6,62.6,5.1,10.9,15.8,92.7,-0.028,6.2,6.2,4.8,-6.4,4.3,-3.5,-4.0,8.6,1999,Stacey Augmon,Stacey Augmon1999
Off Court,POR,444,0.471,23.0,73.7,49.3,64.3,8.7,7.1,15.3,100.5,0.475,26.3,77.0,50.7,71.5,9.8,8.7,13.8,103.0,-0.004,-3.4,-3.4,-1.5,-7.2,-1.1,-1.5,1.6,-2.5,1999,Stacey Augmon,Stacey Augmon1999
On − Off,POR,28%,-0.067,8.9,0.6,3.1,-8.1,0.7,0.3,-3.5,0.8,-0.042,-0.6,-8.9,-3.1,-8.9,-4.7,2.2,2.0,-10.3,-0.024,9.6,9.6,6.3,0.8,5.4,-2.0,-5.6,11.1,1999,Stacey Augmon,Stacey Augmon1999
On Court,ORL,112,0.453,33.3,58.6,46.2,70.6,12.9,5.7,21.7,94.5,0.45,41.4,66.7,53.8,56.4,14.3,12.5,18.8,99.0,0.003,-8.1,-8.1,-7.7,14.2,-1.4,-6.8,2.8,-4.5,1999,Isaac Austin,Isaac Austin1999
Off Court,ORL,79,0.38,34.2,57.5,45.6,72.1,6.5,5.0,15.6,90.9,0.454,42.5,65.8,54.4,65.6,11.0,13.6,11.0,110.4,-0.074,-8.3,-8.3,-8.7,6.5,-4.5,-8.6,4.5,-19.5,1999,Isaac Austin,Isaac Austin1999
On − Off,ORL,59%,0.073,-0.9,1.1,0.6,-1.5,6.4,0.7,6.1,3.6,-0.004,-1.1,0.9,-0.6,-9.2,3.3,-1.1,7.8,-11.4,0.077,0.2,0.2,1.0,7.7,3.1,1.8,-1.7,15.0,1999,Isaac Austin,Isaac Austin1999
On Court,UTA,114,0.436,22.8,73.0,52.1,61.5,5.8,7.7,20.5,85.7,0.422,27.0,77.2,47.9,60.6,11.4,7.3,13.0,100.5,0.014,-4.2,-4.2,4.2,1.0,-5.7,0.4,7.5,-14.8,1999,Thurl Bailey,Thurl Bailey1999
Off Court,UTA,420,0.454,29.1,73.6,51.3,69.4,9.5,8.5,13.5,102.8,0.438,26.4,70.9,48.7,54.5,9.8,5.8,14.8,97.7,0.016,2.7,2.7,2.6,14.9,-0.3,2.6,-1.3,5.2,1999,Thurl Bailey,Thurl Bailey1999
On − Off,UTA,21%,-0.018,-6.3,-0.6,0.8,-7.9,-3.7,-0.8,7.0,-17.1,-0.016,0.6,6.3,-0.8,6.1,1.6,1.5,-1.8,2.8,-0.002,-6.9,-6.9,1.6,-13.9,-5.4,-2.2,8.8,-20.0,1999,Thurl Bailey,Thurl Bailey1999
On Court,HOU,156,0.464,27.7,76.1,52.0,59.5,8.1,6.3,10.6,104.0,0.517,23.9,72.3,48.0,62.7,5.0,13.6,12.4,108.5,-0.053,3.8,3.8,4.0,-3.2,3.2,-7.4,-1.8,-4.5,1999,Charles Barkley,Charles Barkley1999
Off Court,HOU,35,0.459,42.9,69.4,56.3,66.7,7.4,10.4,14.9,110.4,0.467,30.6,57.1,43.7,56.0,7.5,16.7,17.6,94.1,-0.008,12.3,12.3,12.7,10.7,-0.1,-6.3,-2.7,16.3,1999,Charles Barkley,Charles Barkley1999
On − Off,HOU,82%,0.005,-15.2,6.7,-4.3,-7.2,0.7,-4.1,-4.3,-6.4,0.05,-6.7,15.2,4.3,6.7,-2.5,-3.1,-5.2,14.4,-0.045,-8.5,-8.5,-8.7,-13.9,3.3,-1.1,0.9,-20.8,1999,Charles Barkley,Charles Barkley1999
On Court,SAC,111,0.429,25.0,62.8,42.9,51.6,13.1,7.0,15.9,94.7,0.442,37.2,75.0,57.1,64.9,9.7,3.6,17.0,98.5,-0.013,-12.2,-12.2,-14.3,-13.4,3.4,3.4,-1.0,-3.9,1999,Jon Barry,Jon Barry1999
Off Court,SAC,138,0.459,32.5,72.4,52.4,59.2,9.8,4.8,17.1,97.7,0.474,27.6,67.5,47.6,66.3,11.0,9.1,14.3,103.0,-0.015,4.9,4.9,4.9,-7.2,-1.3,-4.3,2.8,-5.3,1999,Jon Barry,Jon Barry1999
On − Off,SAC,45%,-0.03,-7.5,-9.6,-9.5,-7.6,3.3,2.2,-1.2,-3.0,-0.032,9.6,7.5,9.5,-1.4,-1.3,-5.5,2.7,-4.5,0.002,-17.1,-17.1,-19.2,-6.2,4.7,7.7,-3.8,1.4,1999,Jon Barry,Jon Barry1999
On Court,IND,150,0.443,38.3,69.5,54.9,60.6,8.3,6.6,16.2,101.2,0.426,30.5,61.7,45.1,50.5,10.8,10.6,13.6,100.4,0.017,7.7,7.7,9.8,10.1,-2.5,-4.0,2.6,0.8,1999,Travis Best,Travis Best1999
Off Court,IND,475,0.499,28.0,72.3,50.9,63.9,7.2,8.1,14.6,107.0,0.461,27.7,72.0,49.1,50.9,8.9,7.1,11.4,102.4,0.038,0.3,0.3,1.9,13.0,-1.6,1.0,3.1,4.6,1999,Travis Best,Travis Best1999
On − Off,IND,24%,-0.056,10.3,-2.8,4.0,-3.3,1.1,-1.5,1.6,-5.8,-0.035,2.8,-10.3,-4.0,-0.4,1.9,3.5,2.2,-2.0,-0.021,7.4,7.4,7.9,-2.9,-0.9,-5.0,-0.5,-3.8,1999,Travis Best,Travis Best1999
On Court,ATL,354,0.414,29.0,72.9,50.1,47.9,9.2,5.9,13.1,94.9,0.462,27.1,71.0,49.9,55.1,7.9,4.3,13.1,100.5,-0.048,1.9,1.9,0.2,-7.2,1.3,1.6,0.0,-5.5,1999,Mookie Blaylock,Mookie Blaylock1999
Off Court,ATL,75,0.423,33.3,65.5,49.2,52.4,12.6,8.0,18.8,90.6,0.457,34.5,66.7,50.8,54.0,8.6,7.9,18.5,94.8,-0.034,-1.1,-1.1,-1.7,-1.6,4.0,0.1,0.2,-4.2,1999,Mookie Blaylock,Mookie Blaylock1999
On − Off,ATL,83%,-0.009,-4.3,7.4,0.9,-4.5,-3.4,-2.1,-5.7,4.3,0.005,-7.4,4.3,-0.9,1.1,-0.7,-3.6,-5.4,5.7,-0.014,3.0,3.0,1.9,-5.6,-2.7,1.5,-0.2,-1.3,1999,Mookie Blaylock,Mookie Blaylock1999
On Court,MIN,161,0.416,32.9,74.8,52.3,58.9,7.9,10.2,14.9,92.1,0.473,25.2,67.1,47.7,64.0,9.6,7.8,14.1,100.7,-0.057,7.7,7.7,4.6,-5.0,-1.7,2.4,0.8,-8.6,1999,Terrell Brandon,Terrell Brandon1999
Off Court,MIN,30,0.384,28.0,65.5,48.1,56.3,5.4,5.6,16.3,89.8,0.383,34.5,72.0,51.9,58.8,12.2,8.8,16.1,96.4,0.001,-6.5,-6.5,-3.7,-2.6,-6.9,-3.3,0.3,-6.6,1999,Terrell Brandon,Terrell Brandon1999
On − Off,MIN,84%,0.032,4.9,9.3,4.2,2.6,2.5,4.6,-1.4,2.3,0.09,-9.3,-4.9,-4.2,5.2,-2.6,-1.0,-2.0,4.3,-0.058,14.2,14.2,8.3,-2.4,5.2,5.7,0.5,-2.0,1999,Terrell Brandon,Terrell Brandon1999
On Court,PHO,1,1.0,,0.0,0.0,100.0,0.0,0.0,0.0,200.0,0.0,100.0,,100.0,,0.0,0.0,0.0,200.0,1.0,,,-100.0,,0.0,0.0,0.0,0.0,1999,Gerald Brown,Gerald Brown1999
Off Court,PHO,143,0.471,24.0,75.6,45.2,64.1,11.2,4.2,13.7,97.5,0.561,24.4,76.0,54.8,67.6,9.7,9.2,17.8,112.7,-0.09,-0.4,-0.4,-9.6,-3.5,1.5,-5.0,-4.0,-15.2,1999,Gerald Brown,Gerald Brown1999
On − Off,PHO,1%,0.529,-24.0,-75.6,-45.2,35.9,-11.2,-4.2,-13.7,102.5,-0.561,75.6,-76.0,45.2,-67.6,-9.7,-9.2,-17.8,87.3,1.09,0.4,0.4,-90.4,3.5,-1.5,5.0,4.0,15.2,1999,Gerald Brown,Gerald Brown1999
On Court,MIA,144,0.396,24.4,74.1,48.1,60.8,9.1,8.0,15.1,84.9,0.482,25.9,75.6,51.9,43.4,10.4,6.9,13.8,102.8,-0.086,-1.5,-1.5,-3.7,17.3,-1.3,1.0,1.4,-17.9,1999,P.J. Brown,P.J. Brown1999
Off Court,MIA,94,0.516,16.7,66.2,44.5,59.6,8.7,7.3,11.5,110.3,0.452,33.8,83.3,55.5,36.8,7.9,4.5,13.4,103.4,0.064,-17.1,-17.1,-10.9,22.8,0.8,2.7,-1.9,6.9,1999,P.J. Brown,P.J. Brown1999
On − Off,MIA,60%,-0.12,7.7,7.9,3.6,1.2,0.4,0.7,3.6,-25.4,0.03,-7.9,-7.7,-3.6,6.6,2.5,2.4,0.4,-0.6,-0.15,15.6,15.6,7.2,-5.5,-2.1,-1.7,3.3,-24.8,1999,P.J. Brown,P.J. Brown1999
On Court,NYK,16,0.393,38.9,63.6,48.3,36.4,2.9,15.0,16.1,96.8,0.48,36.4,61.1,51.7,45.5,6.5,10.7,5.7,125.7,-0.087,2.5,2.5,-3.4,-9.1,-3.6,4.3,10.4,-28.9,1999,Rick Brunson,Rick Brunson1999
Off Court,NYK,939,0.452,25.5,75.1,50.3,47.1,8.8,6.7,13.3,98.6,0.437,24.9,74.5,49.7,58.3,8.0,7.2,14.8,95.3,0.015,0.6,0.6,0.5,-11.2,0.8,-0.5,-1.5,3.4,1999,Rick Brunson,Rick Brunson1999
On − Off,NYK,2%,-0.059,13.4,-11.5,-2.0,-10.7,-5.9,8.3,2.8,-1.8,0.043,11.5,-13.4,2.0,-12.8,-1.5,3.5,-9.1,30.4,-0.102,1.9,1.9,-3.9,2.1,-4.4,4.8,11.9,-32.3,1999,Rick Brunson,Rick Brunson1999
On Court,LAL,316,0.48,27.3,73.5,49.6,55.1,7.5,12.2,14.4,100.8,0.462,26.5,72.7,50.4,64.5,8.2,5.9,14.2,102.0,0.018,0.8,0.8,-0.9,-9.4,-0.6,6.3,0.2,-1.2,1999,Kobe Bryant,Kobe Bryant1999
Off Court,LAL,66,0.438,26.9,61.7,41.2,56.5,5.9,2.5,11.9,96.8,0.573,38.3,73.1,58.8,63.0,6.3,9.1,10.1,127.7,-0.135,-11.4,-11.4,-17.5,-6.4,-0.5,-6.6,1.8,-30.9,1999,Kobe Bryant,Kobe Bryant1999
On − Off,LAL,83%,0.042,0.4,11.8,8.4,-1.4,1.6,9.7,2.5,4.0,-0.111,-11.8,-0.4,-8.4,1.5,1.9,-3.2,4.1,-25.7,0.153,12.2,12.2,16.6,-3.0,-0.1,12.9,-1.6,29.7,1999,Kobe Bryant,Kobe Bryant1999
On Court,DET,83,0.431,35.2,72.1,52.3,50.0,9.0,5.0,17.1,94.3,0.444,27.9,64.8,47.7,48.1,13.6,7.6,17.4,89.6,-0.013,7.3,7.3,4.5,1.9,-4.5,-2.6,-0.2,4.7,1999,Jud Buechler,Jud Buechler1999
Off Court,DET,154,0.463,26.7,69.7,47.6,57.8,8.9,2.3,10.0,101.9,0.507,30.3,73.3,52.4,53.8,6.9,6.7,13.6,109.3,-0.043,-3.6,-3.6,-4.9,4.0,2.0,-4.5,-3.5,-7.4,1999,Jud Buechler,Jud Buechler1999
On − Off,DET,35%,-0.032,8.5,2.4,4.7,-7.8,0.1,2.7,7.1,-7.6,-0.063,-2.4,-8.5,-4.7,-5.7,6.7,0.9,3.8,-19.7,0.03,10.9,10.9,9.4,-2.1,-6.5,1.9,3.3,12.1,1999,Jud Buechler,Jud Buechler1999
On Court,HOU,8,0.536,28.6,77.8,56.3,57.1,6.3,20.0,11.1,116.7,0.375,22.2,71.4,43.8,50.0,0.0,10.0,18.8,81.3,0.161,6.3,6.3,12.5,7.1,6.3,10.0,-7.6,35.4,1999,Matt Bullard,Matt Bullard1999
Off Court,HOU,183,0.46,30.9,74.5,52.7,60.9,8.1,6.5,11.4,104.6,0.513,25.5,69.1,47.3,61.9,5.7,14.3,13.1,107.0,-0.053,5.5,5.5,5.5,-1.0,2.4,-7.8,-1.7,-2.4,1999,Matt Bullard,Matt Bullard1999
On − Off,HOU,4%,0.076,-2.3,3.3,3.6,-3.8,-1.8,13.5,-0.3,12.1,-0.138,-3.3,2.3,-3.5,-11.9,-5.7,-4.3,5.7,-25.7,0.214,0.8,0.8,7.0,8.1,3.9,17.8,-5.9,37.8,1999,Matt Bullard,Matt Bullard1999
On Court,NYK,506,0.461,27.2,73.9,50.4,44.5,8.7,8.8,13.8,101.1,0.439,26.1,72.8,49.6,57.0,8.1,7.5,15.3,97.1,0.023,1.1,1.1,0.9,-12.6,0.6,1.3,-1.5,4.0,1999,Marcus Camby,Marcus Camby1999
Off Court,NYK,448,0.439,24.4,76.0,50.0,49.8,8.8,4.8,12.9,95.8,0.436,24.0,75.6,50.0,59.1,7.9,7.1,13.8,94.6,0.003,0.4,0.4,0.0,-9.2,0.9,-2.2,-0.9,1.2,1999,Marcus Camby,Marcus Camby1999
On − Off,NYK,53%,0.022,2.8,-2.1,0.4,-5.3,-0.1,4.0,0.9,5.3,0.003,2.1,-2.8,-0.4,-2.1,0.2,0.4,1.5,2.5,0.02,0.7,0.7,0.9,-3.4,-0.3,3.5,-0.6,2.8,1999,Marcus Camby,Marcus Camby1999
On Court,HOU,37,0.492,28.1,77.1,53.7,65.4,8.6,4.8,10.0,110.0,0.426,22.9,71.9,46.3,52.4,5.7,15.0,15.7,97.1,0.066,5.3,5.3,7.5,13.0,2.9,-10.2,-5.7,12.9,1999,Antoine Carr,Antoine Carr1999
Off Court,HOU,154,0.457,31.4,74.1,52.7,59.6,7.9,7.5,11.7,104.0,0.524,25.9,68.6,47.3,63.1,5.4,14.0,12.8,107.9,-0.068,5.5,5.5,5.4,-3.4,2.5,-6.5,-1.1,-3.9,1999,Antoine Carr,Antoine Carr1999
On − Off,HOU,20%,0.035,-3.3,3.0,1.0,5.8,0.7,-2.7,-1.7,6.0,-0.098,-3.0,3.3,-1.0,-10.7,0.3,1.0,2.9,-10.8,0.134,-0.2,-0.2,2.1,16.4,0.4,-3.7,-4.6,16.8,1999,Antoine Carr,Antoine Carr1999
On Court,MIL,101,0.516,27.5,66.3,47.2,61.3,8.2,6.9,14.1,110.5,0.53,33.7,72.5,52.8,69.3,9.9,9.3,15.8,117.3,-0.014,-6.2,-6.2,-5.5,-8.0,-1.8,-2.4,-1.7,-6.9,1999,Sam Cassell,Sam Cassell1999
Off Court,MIL,46,0.412,26.2,63.4,44.6,51.9,10.6,15.1,15.0,93.8,0.459,36.6,73.8,55.4,76.7,11.3,5.6,15.3,102.4,-0.048,-10.4,-10.4,-10.8,-24.8,-0.7,9.5,-0.3,-8.6,1999,Sam Cassell,Sam Cassell1999
On − Off,MIL,69%,0.104,1.3,2.9,2.6,9.4,-2.4,-8.2,-0.9,16.7,0.071,-2.9,-1.3,-2.6,-7.4,-1.4,3.7,0.5,14.9,0.034,4.2,4.2,5.3,16.8,-1.1,-11.9,-1.4,1.7,1999,Sam Cassell,Sam Cassell1999
On Court,POR,42,0.472,36.6,68.0,48.5,41.9,10.3,2.4,10.8,102.7,0.632,32.0,63.4,51.5,67.7,6.8,4.8,17.9,125.6,-0.16,4.6,4.6,-3.0,-25.8,3.5,-2.5,-7.1,-22.9,1999,Kelvin Cato,Kelvin Cato1999
Off Court,POR,578,0.449,24.9,74.2,50.4,63.8,8.8,7.5,14.6,100.6,0.453,25.8,75.1,49.6,69.3,8.6,9.8,14.1,98.1,-0.004,-0.9,-0.9,0.7,-5.4,0.2,-2.3,0.5,2.5,1999,Kelvin Cato,Kelvin Cato1999
On − Off,POR,7%,0.023,11.7,-6.2,-1.9,-21.9,1.5,-5.1,-3.8,2.1,0.179,6.2,-11.7,1.9,-1.6,-1.8,-5.0,3.8,27.5,-0.156,5.5,5.5,-3.7,-20.4,3.3,-0.2,-7.6,-25.4,1999,Kelvin Cato,Kelvin Cato1999
On Court,MIA,18,0.722,10.0,46.7,32.0,60.0,12.5,4.0,5.3,144.7,0.537,53.3,90.0,68.0,21.4,0.0,0.0,21.9,121.9,0.185,-43.3,-43.3,-36.0,38.6,12.5,4.0,-16.6,22.9,1999,Duane Causwell,Duane Causwell1999
Off Court,MIA,220,0.417,22.6,73.0,47.9,60.3,8.6,8.0,14.6,89.9,0.465,27.0,77.4,52.1,43.0,10.3,6.4,12.9,101.3,-0.048,-4.4,-4.4,-4.2,17.4,-1.7,1.6,1.6,-11.4,1999,Duane Causwell,Duane Causwell1999
On − Off,MIA,8%,0.305,-12.6,-26.3,-15.9,-0.3,3.9,-4.0,-9.3,54.8,0.072,26.3,12.6,15.9,-21.6,-10.3,-6.4,9.0,20.6,0.233,-38.9,-38.9,-31.8,21.2,14.2,2.4,-18.2,34.3,1999,Duane Causwell,Duane Causwell1999
On Court,PHO,58,0.48,15.7,71.1,39.3,62.2,11.0,0.0,12.5,98.3,0.624,28.9,84.3,60.7,68.6,10.0,8.5,16.1,123.7,-0.143,-13.3,-13.3,-21.3,-6.4,1.0,-8.5,-3.6,-25.4,1999,Rex Chapman,Rex Chapman1999
Off Court,PHO,85,0.468,29.5,77.4,48.9,66.1,11.3,7.4,14.6,97.5,0.509,22.6,70.5,51.1,66.7,9.5,9.6,18.9,105.0,-0.041,6.8,6.8,-2.3,-0.6,1.8,-2.2,-4.3,-7.6,1999,Rex Chapman,Rex Chapman1999
On − Off,PHO,40%,0.012,-13.8,-6.3,-9.6,-3.9,-0.3,-7.4,-2.1,0.8,0.115,6.3,13.8,9.6,1.9,0.5,-1.1,-2.8,18.7,-0.102,-20.1,-20.1,-19.0,-5.8,-0.8,-6.3,0.7,-17.8,1999,Rex Chapman,Rex Chapman1999
