player_name,Offense,Defense,Total,OEFG,OTOV,OREB,OFTR,DEFG,DTOV,DREB,DFTR,TEFG,TTOV,TREB,TFTR,Offense_Rank,Offense_Perc,Defense_Rank,Defense_Perc,Total_Rank,Total_Perc,OEFG_Rank,OEFG_Perc,OTOV_Rank,OTOV_Perc,OREB_Rank,OREB_Perc,OFTR_Rank,OFTR_Perc,DEFG_Rank,DEFG_Perc,DTOV_Rank,DTOV_Perc,DREB_Rank,DREB_Perc,DFTR_Rank,DFTR_Perc,TEFG_Rank,TEFG_Perc,TTOV_Rank,TTOV_Perc,TREB_Rank,TREB_Perc,TFTR_Rank,TFTR_Perc,nba_id
Jared Sullinger,0.8,0.9,1.7,0.31,0.08,4.05,-2.22,0.29,-0.14,3.21,0.67,0.61,-0.07,7.26,-1.56,261,89.9,304,88.0,194,92.6,594,77.3,1441,45.2,50,98.1,2442,7.5,597,77.1,826,68.4,2597,1.7,2172,17.7,543,79.4,1375,47.7,18,99.4,2274,13.9,203096
Mark Madsen,-2.2,1.4,-0.8,-0.92,-0.63,4.51,-3.09,0.55,-0.1,2.72,0.43,-0.37,-0.73,7.23,-2.67,1137,56.3,184,92.6,587,77.3,2480,6.1,709,73.1,30,98.9,2565,3.0,372,85.7,931,64.1,2578,2.4,2049,22.4,1781,32.5,1986,24.8,19,99.3,2524,4.5,2058
Greg Oden,2.0,-0.1,1.9,0.78,-1.45,4.73,0.65,0.31,-0.65,2.46,-0.08,1.09,-2.1,7.2,0.58,121,95.4,637,75.2,177,93.2,302,88.6,244,90.8,24,99.1,812,69.2,571,78.2,163,93.7,2551,3.4,1334,49.1,316,87.9,2514,5.0,20,99.3,855,67.6,201141
Hassan Whiteside,0.1,1.2,1.3,0.72,-1.57,4.4,-1.34,1.16,-1.36,2.75,3.32,1.88,-2.93,7.15,1.98,412,84.0,234,90.8,236,90.9,329,87.6,203,92.3,36,98.7,2235,15.4,113,95.7,11,99.6,2579,2.3,2586,2.2,122,95.4,2615,1.2,21,99.2,264,90.0,202355
Jusuf Nurkic,-0.2,3.0,2.8,0.89,-1.4,2.43,-0.22,0.97,0.0,4.7,2.91,1.86,-1.4,7.13,2.69,487,81.0,36,98.6,114,95.6,252,90.4,256,90.2,180,93.2,1583,39.9,156,94.1,1348,48.1,2635,0.2,2562,3.1,128,95.2,2301,12.9,22,99.2,127,95.2,203994
Jock Landale,-0.2,1.4,1.2,-0.44,-1.59,5.46,-0.69,1.05,0.01,1.63,-0.39,0.62,-1.58,7.09,-1.08,487,81.0,184,92.6,248,90.4,2041,22.5,190,92.8,12,99.6,1937,26.6,136,94.9,1400,46.5,2439,7.6,878,66.7,540,79.6,2381,9.9,23,99.2,2095,20.7,1629111
Rudy Gobert,-0.6,5.3,4.7,1.22,-2.26,3.81,2.58,2.86,-0.71,3.23,3.88,4.09,-2.98,7.04,6.46,597,76.9,3,99.9,41,98.5,148,94.3,38,98.6,61,97.7,118,95.6,5,99.8,138,94.7,2601,1.5,2609,1.3,12,99.6,2620,0.9,24,99.1,4,99.9,203497
Dwight Howard,0.0,1.9,1.9,1.85,-2.72,3.72,4.19,1.04,-0.63,3.22,3.31,2.88,-3.34,6.94,7.49,440,83.0,117,95.4,177,93.2,46,98.3,11,99.6,66,97.5,19,99.3,139,94.8,174,93.3,2598,1.6,2583,2.3,40,98.5,2636,0.4,25,99.1,2,100.0,2730
Festus Ezeli,-2.1,0.7,-1.4,-0.13,-1.99,4.46,0.08,0.58,-0.66,2.4,2.17,0.45,-2.65,6.86,2.25,1103,57.7,351,86.2,745,71.5,1449,44.8,84,96.8,32,98.8,1285,51.2,351,86.6,158,94.0,2543,3.7,2493,5.7,634,75.9,2591,2.0,26,99.0,208,92.1,203105
Bruno Fernando,-4.0,0.6,-3.4,-1.29,-3.42,5.42,-0.51,0.86,-0.28,1.44,-0.47,-0.44,-3.69,6.86,-0.98,1769,32.3,384,84.9,1237,52.9,2602,1.6,3,99.9,13,99.5,1850,30.0,196,92.5,551,78.9,2396,9.2,802,69.5,1862,29.4,2643,0.1,26,99.0,2048,22.4,1628981
Moses Brown,-2.0,-2.0,-4.0,-0.96,-1.37,4.8,2.44,-0.35,-1.16,2.02,0.44,-1.32,-2.52,6.82,2.88,1080,58.8,1719,33.3,1373,47.6,2507,5.1,276,89.5,22,99.2,139,94.8,2070,21.5,25,99.1,2492,5.6,2058,22.1,2477,6.3,2580,2.5,28,99.0,109,95.9,1629650
Jonas Valanciunas,0.3,-1.2,-0.9,0.98,-1.82,3.27,-1.59,-0.32,-1.42,3.5,3.71,0.66,-3.24,6.77,2.12,363,85.9,1184,54.2,619,75.9,222,91.6,125,95.3,93,96.5,2312,12.5,2033,22.8,7,99.8,2615,1.0,2602,1.6,511,80.5,2632,0.5,29,98.9,231,91.3,202685
DeAndre Jordan,0.7,-0.0,0.7,1.59,-2.08,4.03,0.13,0.43,-1.14,2.64,4.33,2.02,-3.23,6.68,4.46,275,89.4,593,76.8,324,87.6,73,97.3,69,97.4,51,98.1,1234,53.2,459,82.5,28,99.0,2567,2.8,2621,0.9,102,96.1,2631,0.6,30,98.9,21,99.2,201599
Willy Hernangomez,-0.2,-2.0,-2.2,-0.53,-1.2,5.05,1.88,-1.19,-0.44,1.64,1.18,-1.72,-1.64,6.68,3.06,487,81.0,1719,33.3,942,64.0,2155,18.3,353,86.6,18,99.4,256,90.3,2583,2.3,331,87.2,2443,7.5,2323,12.1,2561,3.1,2408,8.9,30,98.9,97,96.4,1626195
Zydrunas Ilgauskas,-0.4,1.4,1.0,-0.05,-1.4,3.24,-2.35,0.77,-1.06,3.42,4.42,0.71,-2.46,6.66,2.06,550,78.8,184,92.6,280,89.2,1221,53.1,256,90.2,96,96.4,2474,6.4,238,90.9,41,98.5,2612,1.1,2626,0.7,471,82.1,2574,2.7,32,98.8,246,90.6,980
Kevin Love,2.2,0.3,2.5,0.9,-0.39,3.25,1.67,0.02,-1.02,3.4,3.26,0.92,-1.41,6.65,4.93,102,96.1,486,81.1,130,95.0,249,90.6,896,66.0,94,96.5,319,88.0,1157,55.7,44,98.3,2610,1.2,2580,2.4,378,85.6,2312,12.5,33,98.8,14,99.5,201567
Scot Pollard,-1.8,3.1,1.3,-0.3,-1.19,3.99,-2.62,1.64,0.16,2.64,0.72,1.33,-1.03,6.63,-1.89,999,61.7,32,98.8,236,90.9,1809,31.2,358,86.4,53,98.0,2520,4.7,34,98.7,1883,28.4,2567,2.8,2192,17.0,238,91.0,2154,18.5,34,98.8,2374,10.2,1513
Lavoy Allen,-1.6,1.8,0.2,-0.53,-0.51,3.77,-2.66,0.56,-0.19,2.82,1.03,0.03,-0.7,6.58,-1.63,933,64.1,129,94.9,403,84.6,2155,18.3,802,69.5,65,97.6,2526,4.5,365,86.1,705,72.9,2584,2.2,2289,13.4,1068,59.2,1959,25.8,35,98.7,2290,13.3,202730
Danny Fortson,-1.4,-1.9,-3.3,-0.73,-2.14,4.69,0.88,-0.93,-0.73,1.75,0.36,-1.66,-2.88,6.43,1.24,869,66.5,1634,36.7,1216,53.7,2352,10.9,60,97.8,25,99.1,674,74.4,2509,5.0,133,95.0,2459,6.9,2008,23.9,2555,3.3,2611,1.3,36,98.7,501,81.0,1504
Kevon Looney,0.5,0.7,1.2,-0.1,-0.45,4.18,-0.22,0.96,-0.83,2.23,0.73,0.85,-1.27,6.42,0.52,312,87.9,351,86.2,248,90.4,1389,47.0,847,67.8,44,98.4,1583,39.9,158,94.0,96,96.4,2523,4.5,2197,16.9,409,84.5,2244,15.1,37,98.6,888,66.3,1626172
Leon Powe,-1.3,1.0,-0.3,-0.78,-1.69,4.52,2.61,0.47,0.59,1.9,-0.22,-0.31,-1.1,6.42,2.39,832,67.9,279,89.0,490,81.2,2394,9.4,160,93.9,28,99.0,111,95.8,426,83.8,2390,9.6,2477,6.2,1109,57.8,1706,35.2,2180,17.4,37,98.6,180,93.2,200796
Tarik Black,-2.4,1.2,-1.2,-0.5,-1.99,3.64,-0.54,0.36,-0.23,2.7,-0.07,-0.15,-2.22,6.34,-0.62,1214,53.6,234,90.8,702,73.1,2119,19.6,84,96.8,70,97.4,1863,29.4,525,79.9,635,75.8,2575,2.5,1357,48.3,1454,44.8,2542,3.9,39,98.6,1823,30.9,204028
Robin Lopez,-1.9,0.7,-1.2,-0.23,-1.32,2.66,-2.58,0.84,-1.65,3.61,4.45,0.61,-2.98,6.26,1.87,1031,60.2,351,86.2,702,73.1,1687,36.0,305,88.4,148,94.4,2513,5.0,207,92.2,2,100.0,2620,0.8,2629,0.6,543,79.4,2620,0.9,40,98.5,281,89.4,201577
Chris Dudley,-2.2,2.3,0.1,-0.84,-1.8,4.01,-2.14,1.64,-0.38,2.18,1.26,0.8,-2.17,6.2,-0.88,1137,56.3,77,96.9,416,84.0,2441,7.5,130,95.1,52,98.1,2432,8.0,34,98.7,411,84.2,2516,4.7,2349,11.1,430,83.7,2533,4.3,41,98.5,1973,25.3,201
Zach Randolph,0.8,-1.2,-0.4,0.27,-0.51,3.53,-1.33,-0.94,-0.58,2.62,2.71,-0.66,-1.09,6.15,1.39,261,89.9,1184,54.2,507,80.6,632,75.8,802,69.5,76,97.2,2231,15.6,2517,4.8,202,92.2,2565,2.9,2549,3.6,2084,21.1,2174,17.8,42,98.4,442,83.3,2216
Dikembe Mutombo,0.8,5.6,6.4,0.85,-1.47,1.71,-2.61,3.07,-1.28,4.29,7.47,3.92,-2.75,6.0,4.87,261,89.9,2,100.0,18,99.3,270,89.8,237,91.0,310,88.3,2518,4.7,2,100.0,15,99.4,2632,0.3,2643,0.0,14,99.5,2601,1.7,43,98.4,15,99.5,87
Jakob Poeltl,1.5,0.4,1.9,1.21,-0.45,3.91,-1.63,-0.13,0.14,2.09,1.73,1.09,-0.3,6.0,0.1,168,93.5,447,82.4,177,93.2,158,94.0,847,67.8,58,97.8,2326,12.0,1666,36.5,1838,30.1,2504,5.2,2435,7.9,316,87.9,1637,37.9,43,98.4,1228,53.4,1627751
Derrick Favors,-1.1,0.4,-0.7,0.25,-1.67,3.16,-0.85,0.18,-0.6,2.71,1.65,0.43,-2.27,5.88,0.8,767,70.4,447,82.4,564,78.3,655,75.0,166,93.7,105,96.0,2033,23.1,762,70.9,189,92.8,2577,2.4,2421,8.4,646,75.5,2547,3.7,45,98.3,722,72.6,202324
Tyson Chandler,-0.6,2.2,1.6,0.25,-1.7,2.63,0.0,0.92,-0.25,3.24,3.92,1.17,-1.96,5.87,3.92,597,76.9,89,96.6,202,92.2,655,75.0,157,94.1,151,94.3,1359,48.4,174,93.4,604,77.0,2603,1.4,2610,1.3,292,89.0,2492,5.8,46,98.3,40,98.5,2199
Greg Ostertag,-1.9,3.2,1.3,0.52,-2.7,4.12,-2.49,2.56,-0.7,1.7,3.01,3.08,-3.4,5.82,0.52,1031,60.2,29,98.9,236,90.9,443,83.1,13,99.5,47,98.3,2503,5.3,8,99.7,143,94.6,2452,7.1,2568,2.9,29,98.9,2638,0.3,47,98.3,888,66.3,731
Popeye Jones,1.0,-0.1,0.9,-0.46,-0.09,4.41,-1.46,-0.1,0.13,1.38,0.81,-0.56,0.04,5.79,-0.64,234,90.9,637,75.2,293,88.7,2074,21.3,1212,53.9,35,98.7,2272,14.1,1581,39.7,1824,30.8,2383,9.8,2230,15.6,1994,24.5,1268,51.9,48,98.2,1836,30.5,461
Joakim Noah,-1.6,1.6,0.0,-0.16,-1.43,3.92,-0.87,1.1,-0.18,1.85,3.43,0.94,-1.6,5.77,2.57,933,64.1,160,93.8,432,83.4,1535,41.5,248,90.6,57,97.9,2044,22.7,124,95.3,732,72.0,2469,6.5,2591,2.0,365,86.1,2390,9.6,49,98.2,142,94.6,201149
Pops Mensah-Bonsu,-5.2,-1.3,-6.5,-0.91,-1.56,4.69,0.58,0.09,0.07,1.06,-1.46,-0.82,-1.49,5.75,-0.88,2397,8.3,1245,51.8,1978,24.6,2473,6.4,208,92.1,25,99.1,859,67.4,948,63.7,1650,37.0,2299,12.9,199,92.5,2208,16.4,2348,11.2,50,98.1,1973,25.3,200822
Orlando Robinson,-2.4,-1.1,-3.5,-0.15,-2.34,3.79,0.19,-0.49,0.2,1.93,0.23,-0.64,-2.14,5.71,0.43,1214,53.6,1135,56.2,1260,52.1,1499,42.7,28,99.0,62,97.7,1172,55.6,2247,14.9,1974,25.1,2484,5.9,1892,28.2,2065,21.7,2524,4.6,51,98.1,951,64.0,1631115
Hamed Haddadi,-2.3,1.2,-1.1,-0.5,-0.38,4.39,1.39,1.23,-0.26,1.32,-0.95,0.74,-0.64,5.71,0.44,1179,54.8,234,90.8,676,74.0,2119,19.6,908,65.6,37,98.6,422,84.0,96,96.4,583,77.6,2370,10.2,410,84.5,460,82.6,1921,27.4,51,98.1,942,64.2,201632
Vladimir Stepania,-5.7,1.8,-3.9,-1.91,-1.86,3.24,-1.48,0.49,-0.32,2.45,1.15,-1.42,-2.18,5.69,-0.33,2549,3.3,129,94.9,1346,48.7,2641,0.1,111,95.8,96,96.4,2279,13.8,409,84.4,482,81.5,2549,3.5,2316,12.3,2504,5.2,2535,4.2,53,98.0,1599,39.4,1735
Cody Zeller,0.2,1.7,1.9,0.55,-1.11,3.43,0.53,0.55,0.28,2.26,1.83,1.1,-0.83,5.69,2.37,384,85.0,146,94.3,177,93.2,425,83.9,398,85.0,83,96.9,900,65.9,372,85.7,2102,20.3,2524,4.4,2449,7.4,311,88.2,2043,22.7,53,98.0,187,92.9,203469
Jerome Williams,0.1,1.0,1.1,-0.27,-0.68,4.93,0.85,-0.07,0.98,0.7,1.85,-0.35,0.3,5.64,2.69,412,84.0,279,89.0,263,89.8,1755,33.4,663,74.8,19,99.3,692,73.8,1502,42.7,2551,3.6,2143,18.7,2451,7.3,1754,33.5,955,63.7,55,98.0,127,95.2,966
Jon Brockman,0.0,-0.0,0.0,-0.32,-0.77,5.82,-0.09,-0.29,0.65,-0.2,-1.16,-0.6,-0.12,5.62,-1.25,440,83.0,593,76.8,432,83.4,1844,29.9,605,77.1,9,99.7,1444,45.2,1987,24.5,2431,7.9,1139,56.7,304,88.5,2025,23.1,1460,44.7,56,97.9,2160,18.2,201972
Andrew Bogut,-1.9,4.8,2.9,1.15,-2.02,0.84,-3.01,2.05,-0.01,4.74,3.46,3.2,-2.03,5.58,0.45,1031,60.2,8,99.7,100,96.0,168,93.6,75,97.1,642,75.6,2555,3.3,14,99.5,1279,50.4,2637,0.2,2594,1.9,26,99.1,2498,5.5,57,97.9,935,64.5,101106
Tyrone Hill,-1.5,0.8,-0.7,-0.56,-0.78,2.24,0.06,0.02,-0.21,3.23,1.49,-0.54,-0.99,5.48,1.54,906,65.3,332,87.2,564,78.3,2196,16.8,595,77.4,208,92.1,1317,50.1,1157,55.7,666,74.5,2601,1.5,2397,9.3,1971,25.3,2137,19.2,58,97.8,377,85.7,238
Ed Davis,-2.3,-0.0,-2.3,-0.54,-1.4,4.3,-1.46,0.48,-0.25,1.18,-0.14,-0.06,-1.66,5.48,-1.59,1179,54.8,593,76.8,967,63.0,2169,17.7,256,90.2,39,98.6,2272,14.1,416,84.1,604,77.0,2329,11.8,1236,53.0,1268,51.7,2414,8.7,58,97.8,2281,13.7,202334
Jarron Collins,-3.6,1.8,-1.8,-1.67,-1.09,2.46,-0.32,-0.17,0.86,2.99,-0.6,-1.84,-0.24,5.45,-0.93,1617,38.2,129,94.9,836,68.2,2637,0.2,406,84.6,173,93.4,1675,36.5,1763,32.8,2518,4.8,2595,1.7,677,74.4,2580,2.4,1576,40.3,60,97.8,2008,23.9,2260
Dan Gadzuric,-2.1,0.6,-1.5,-0.35,-0.93,2.16,-3.54,0.14,0.04,3.25,0.89,-0.22,-0.89,5.41,-2.65,1103,57.7,384,84.9,767,70.6,1895,28.0,491,81.4,225,91.5,2594,1.9,826,68.4,1524,41.6,2604,1.4,2255,14.6,1573,40.2,2080,21.2,61,97.7,2517,4.8,2429
Zaza Pachulia,-1.0,1.2,0.2,0.06,-1.94,3.06,-0.52,-0.3,0.38,2.31,3.69,-0.24,-1.56,5.37,3.17,722,71.9,234,90.8,403,84.6,893,65.7,94,96.4,115,95.7,1855,29.8,2005,23.9,2220,15.9,2528,4.3,2601,1.6,1601,39.1,2376,10.1,62,97.7,86,96.8,2585
Ivica Zubac,-2.1,0.9,-1.2,-0.06,-1.58,1.61,-1.81,0.42,-1.15,3.74,2.99,0.37,-2.73,5.34,1.17,1103,57.7,304,88.0,702,73.1,1261,51.7,196,92.5,339,87.2,2370,10.3,468,82.2,27,99.0,2622,0.7,2567,2.9,680,74.2,2600,1.7,63,97.7,537,79.6,1627826
Aron Baynes,-1.8,2.1,0.3,-0.25,-0.91,1.58,-2.74,1.03,-0.43,3.69,1.0,0.78,-1.34,5.28,-1.74,999,61.7,95,96.3,384,85.2,1721,34.5,504,80.9,347,86.8,2534,4.2,141,94.6,347,86.6,2621,0.8,2282,13.7,440,83.3,2274,14.0,64,97.6,2325,12.0,203382
Khem Birch,-0.9,0.2,-0.7,-0.86,-0.23,3.65,0.44,-0.4,0.13,1.63,1.27,-1.25,-0.09,5.28,1.71,687,73.4,516,79.8,564,78.3,2454,7.2,1050,60.1,69,97.4,964,63.3,2131,19.1,1824,30.8,2439,7.6,2351,11.0,2453,7.2,1410,46.4,64,97.6,326,87.6,203920
Jalen Smith,0.1,-0.5,-0.4,-0.08,-0.67,3.49,-0.15,0.18,-0.65,1.74,0.57,0.1,-1.32,5.22,0.42,412,84.0,841,67.5,507,80.6,1317,49.5,673,74.4,79,97.0,1497,43.1,762,70.9,163,93.7,2457,7.0,2129,19.4,942,64.2,2269,14.2,66,97.5,957,63.6,1630188
Ben Wallace,-1.4,4.9,3.5,0.11,-0.59,2.53,-0.97,1.69,1.26,2.65,4.87,1.8,0.67,5.19,3.9,869,66.5,6,99.8,74,97.2,818,68.9,745,71.7,160,94.0,2087,21.0,27,99.0,2609,1.3,2570,2.7,2638,0.2,138,94.8,668,74.6,67,97.5,41,98.5,1112
Furkan Aldemir,-2.3,-2.8,-5.1,-0.1,-2.22,4.88,-1.0,-0.67,-0.22,0.28,-0.82,-0.77,-2.44,5.16,-1.82,1179,54.8,2482,5.5,1613,38.5,1389,47.0,44,98.3,21,99.2,2101,20.5,2385,9.7,646,75.3,1837,30.3,489,81.4,2169,17.8,2570,2.8,68,97.4,2354,10.9,203128
Chris Silva,-4.6,-2.4,-7.0,-0.47,-3.19,5.09,1.08,-0.26,-0.08,0.08,-1.38,-0.73,-3.26,5.16,-0.3,2018,22.4,2152,16.1,2176,16.7,2087,20.9,5,99.8,17,99.4,567,78.5,1935,26.5,995,61.9,1591,39.6,224,91.5,2137,19.0,2633,0.5,68,97.4,1574,40.3,1629735
Luka Garza,-0.5,-2.2,-2.7,-0.09,-0.9,4.52,0.78,-0.84,0.65,0.58,-1.05,-0.93,-0.25,5.1,-0.27,574,77.9,1910,25.6,1063,59.5,1355,48.1,511,80.7,28,99.0,729,72.4,2477,6.3,2431,7.9,2081,21.1,361,86.3,2282,13.6,1587,39.9,70,97.4,1556,41.1,1630568
LaMarcus Aldridge,1.8,1.6,3.4,0.65,0.42,1.64,-1.28,0.63,-0.28,3.41,2.4,1.27,0.14,5.05,1.12,139,94.6,160,93.8,79,96.9,371,85.9,1826,30.8,329,87.5,2211,16.4,326,87.6,551,78.9,2611,1.1,2523,4.6,255,90.4,1134,57.0,71,97.3,554,79.0,200746
Erick Dampier,-3.2,1.3,-1.9,-0.19,-2.18,2.03,-2.7,1.37,-1.32,2.95,4.38,1.19,-3.5,4.98,1.68,1492,43.2,210,91.7,851,67.4,1594,39.2,53,98.0,252,90.5,2528,4.4,71,97.3,14,99.5,2590,1.9,2624,0.8,279,89.4,2641,0.2,72,97.3,340,87.0,956
Mario Kasun,-3.7,-2.7,-6.4,-0.47,-2.14,5.57,-1.44,-0.34,-0.19,-0.59,-1.11,-0.81,-2.33,4.98,-2.55,1656,36.7,2440,7.0,1952,25.8,2087,20.9,60,97.8,11,99.6,2266,14.3,2059,21.9,705,72.9,732,72.2,325,87.6,2199,16.7,2555,3.4,72,97.3,2500,5.4,2435
Curtis Borchardt,-3.8,-1.7,-5.5,-0.47,-2.18,3.0,-0.92,-0.71,0.26,1.95,-0.38,-1.18,-1.92,4.94,-1.3,1697,35.1,1498,42.1,1714,34.8,2087,20.9,53,98.0,120,95.5,2066,21.8,2411,8.6,2076,21.2,2485,5.9,887,66.2,2420,8.4,2482,6.1,74,97.2,2182,17.4,2414
Anderson Varejao,-0.3,2.5,2.2,-0.36,-0.39,2.79,0.85,0.69,1.03,2.12,0.63,0.33,0.64,4.91,1.48,519,79.9,61,97.6,156,94.0,1914,27.1,896,66.0,139,94.8,692,73.8,282,89.2,2562,3.1,2509,5.0,2159,18.3,721,72.7,685,74.0,75,97.2,404,84.7,2760
Paul Reed,1.0,-0.7,0.3,-0.25,-0.68,4.79,-2.14,-0.25,0.98,0.11,-0.27,-0.49,0.3,4.9,-2.41,234,90.9,934,64.0,384,85.2,1721,34.5,663,74.8,23,99.2,2432,8.0,1926,27.0,2551,3.6,1634,37.9,1036,60.6,1914,27.4,955,63.7,76,97.2,2478,6.3,1630194
