Split,Tm,MP,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,eFG%_opp,ORB%_opp,DRB%_opp,TRB%_opp,AST%_opp,STL%_opp,BLK%_opp,TOV%_opp,ORtg_opp,eFG%_diff,ORB%_diff,DRB%_diff,TRB%_diff,AST%_diff,STL%_diff,BLK%_diff,TOV%_diff,ORtg_diff,year,player,tempkey
On Court,MIA,1,1.5,,100.0,100.0,100.0,0.0,100.0,0.0,300.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,1.5,,,100.0,,0.0,,0.0,300.0,1997,Bruce Bowen,Bruce Bowen1997
Off Court,MIA,3930,0.507,29.3,70.6,50.3,61.5,8.9,8.5,15.6,106.3,0.465,29.4,70.7,49.7,56.3,8.9,8.9,16.0,100.1,0.042,-0.1,-0.1,0.5,5.2,0.0,-0.4,-0.4,6.2,1997,Bruce Bowen,Bruce Bowen1997
On − Off,MIA,0%,0.993,-29.3,29.4,49.7,38.5,-8.9,91.5,-15.6,193.7,-0.465,-29.4,-70.7,-49.7,-56.3,-8.9,-8.9,-16.0,-100.1,1.458,0.1,0.1,99.5,-5.2,0.0,0.4,0.4,293.8,1997,Bruce Bowen,Bruce Bowen1997
On Court,ATL,152,0.457,33.3,63.4,48.2,52.7,11.4,8.1,18.5,94.2,0.485,36.6,66.7,51.8,59.2,11.5,7.4,17.5,101.0,-0.028,-3.2,-3.2,-3.7,-6.4,-0.1,0.7,1.1,-6.7,1997,Donnie Boyce,Donnie Boyce1997
Off Court,ATL,3785,0.5,31.4,69.4,50.9,55.5,9.5,8.5,14.9,107.7,0.472,30.6,68.6,49.1,59.4,8.2,7.4,16.0,100.2,0.028,0.9,0.9,1.8,-3.9,1.3,1.1,-1.0,7.5,1997,Donnie Boyce,Donnie Boyce1997
On − Off,ATL,4%,-0.043,1.9,-6.0,-2.7,-2.8,1.9,-0.4,3.6,-13.5,0.013,6.0,-1.9,2.7,-0.2,3.3,0.0,1.5,0.8,-0.056,-4.1,-4.1,-5.5,-2.5,-1.4,-0.4,2.1,-14.2,1997,Donnie Boyce,Donnie Boyce1997
On Court,NJN,1218,.443,36.0,68.7,51.2,58.8,9.2,12.6,14.4,100.8,.490,31.3,64.0,48.8,59.4,8.7,7.8,16.8,103.3,-.047,+4.7,+4.7,+2.5,-0.6,+0.5,+4.8,-2.4,-2.5,1997,Shawn Bradley,Shawn Bradley1997
Off Court,NJN,2705,.462,36.7,69.1,52.0,57.1,8.5,7.4,14.1,105.5,.508,30.9,63.3,48.0,63.3,8.9,9.5,15.5,109.1,-.046,+5.9,+5.9,+4.0,-6.1,-0.3,-2.1,-1.4,-3.6,1997,Shawn Bradley,Shawn Bradley1997
On − Off,NJN,31%,-.019,-0.7,-0.4,-0.8,+1.7,+0.7,+5.2,+0.3,-4.7,-.018,+0.4,+0.7,+0.8,-3.9,-0.2,-1.7,+1.3,-5.8,-.001,-1.2,-1.2,-1.5,+5.5,+0.8,+6.9,-1.0,+1.1,1997,Shawn Bradley,Shawn Bradley1997
,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Difference,Difference,Difference,Difference,Difference,Difference,Difference,Difference,Difference,1997,Shawn Bradley,Shawn Bradley1997
Split,Tm,MP,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,1997,Shawn Bradley,Shawn Bradley1997
On Court,DAL,1059,.448,30.3,67.3,48.4,56.3,7.8,9.0,15.7,96.1,.487,32.7,69.7,51.6,60.8,9.8,7.6,14.5,105.7,-.039,-2.4,-2.4,-3.1,-4.5,-2.0,+1.4,+1.2,-9.6,1997,Shawn Bradley,Shawn Bradley1997
Off Court,DAL,2876,.477,30.0,67.3,48.3,60.1,9.2,6.2,15.9,101.1,.505,32.7,70.0,51.7,60.2,9.0,8.6,16.1,107.7,-.028,-2.7,-2.7,-3.3,-0.1,+0.2,-2.4,-0.2,-6.5,1997,Shawn Bradley,Shawn Bradley1997
On − Off,DAL,27%,-.029,+0.3,+0.0,+0.1,-3.8,-1.4,+2.8,-0.2,-5.0,-.018,+0.0,-0.3,-0.1,+0.6,+0.8,-1.0,-1.6,-2.0,-.011,+0.3,+0.3,+0.2,-4.4,-2.2,+3.8,+1.4,-3.1,1997,Shawn Bradley,Shawn Bradley1997
On Court,NJN,1218,.443,36.0,68.7,51.2,58.8,9.2,12.6,14.4,100.8,.490,31.3,64.0,48.8,59.4,8.7,7.8,16.8,103.3,-.047,+4.7,+4.7,+2.5,-0.6,+0.5,+4.8,-2.4,-2.5,1997,Shawn Bradley,Shawn Bradley1997
Off Court,NJN,2705,.462,36.7,69.1,52.0,57.1,8.5,7.4,14.1,105.5,.508,30.9,63.3,48.0,63.3,8.9,9.5,15.5,109.1,-.046,+5.9,+5.9,+4.0,-6.1,-0.3,-2.1,-1.4,-3.6,1997,Shawn Bradley,Shawn Bradley1997
On − Off,NJN,31%,-.019,-0.7,-0.4,-0.8,+1.7,+0.7,+5.2,+0.3,-4.7,-.018,+0.4,+0.7,+0.8,-3.9,-0.2,-1.7,+1.3,-5.8,-.001,-1.2,-1.2,-1.5,+5.5,+0.8,+6.9,-1.0,+1.1,1997,Shawn Bradley,Shawn Bradley1997
,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Difference,Difference,Difference,Difference,Difference,Difference,Difference,Difference,Difference,1997,Shawn Bradley,Shawn Bradley1997
Split,Tm,MP,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,1997,Shawn Bradley,Shawn Bradley1997
On Court,DAL,1059,.448,30.3,67.3,48.4,56.3,7.8,9.0,15.7,96.1,.487,32.7,69.7,51.6,60.8,9.8,7.6,14.5,105.7,-.039,-2.4,-2.4,-3.1,-4.5,-2.0,+1.4,+1.2,-9.6,1997,Shawn Bradley,Shawn Bradley1997
Off Court,DAL,2876,.477,30.0,67.3,48.3,60.1,9.2,6.2,15.9,101.1,.505,32.7,70.0,51.7,60.2,9.0,8.6,16.1,107.7,-.028,-2.7,-2.7,-3.3,-0.1,+0.2,-2.4,-0.2,-6.5,1997,Shawn Bradley,Shawn Bradley1997
On − Off,DAL,27%,-.029,+0.3,+0.0,+0.1,-3.8,-1.4,+2.8,-0.2,-5.0,-.018,+0.0,-0.3,-0.1,+0.6,+0.8,-1.0,-1.6,-2.0,-.011,+0.3,+0.3,+0.2,-4.4,-2.2,+3.8,+1.4,-3.1,1997,Shawn Bradley,Shawn Bradley1997
On Court,NJN,1218,.443,36.0,68.7,51.2,58.8,9.2,12.6,14.4,100.8,.490,31.3,64.0,48.8,59.4,8.7,7.8,16.8,103.3,-.047,+4.7,+4.7,+2.5,-0.6,+0.5,+4.8,-2.4,-2.5,1997,Shawn Bradley,Shawn Bradley1997
Off Court,NJN,2705,.462,36.7,69.1,52.0,57.1,8.5,7.4,14.1,105.5,.508,30.9,63.3,48.0,63.3,8.9,9.5,15.5,109.1,-.046,+5.9,+5.9,+4.0,-6.1,-0.3,-2.1,-1.4,-3.6,1997,Shawn Bradley,Shawn Bradley1997
On − Off,NJN,31%,-.019,-0.7,-0.4,-0.8,+1.7,+0.7,+5.2,+0.3,-4.7,-.018,+0.4,+0.7,+0.8,-3.9,-0.2,-1.7,+1.3,-5.8,-.001,-1.2,-1.2,-1.5,+5.5,+0.8,+6.9,-1.0,+1.1,1997,Shawn Bradley,Shawn Bradley1997
,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Difference,Difference,Difference,Difference,Difference,Difference,Difference,Difference,Difference,1997,Shawn Bradley,Shawn Bradley1997
Split,Tm,MP,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,1997,Shawn Bradley,Shawn Bradley1997
On Court,DAL,1059,.448,30.3,67.3,48.4,56.3,7.8,9.0,15.7,96.1,.487,32.7,69.7,51.6,60.8,9.8,7.6,14.5,105.7,-.039,-2.4,-2.4,-3.1,-4.5,-2.0,+1.4,+1.2,-9.6,1997,Shawn Bradley,Shawn Bradley1997
Off Court,DAL,2876,.477,30.0,67.3,48.3,60.1,9.2,6.2,15.9,101.1,.505,32.7,70.0,51.7,60.2,9.0,8.6,16.1,107.7,-.028,-2.7,-2.7,-3.3,-0.1,+0.2,-2.4,-0.2,-6.5,1997,Shawn Bradley,Shawn Bradley1997
On − Off,DAL,27%,-.029,+0.3,+0.0,+0.1,-3.8,-1.4,+2.8,-0.2,-5.0,-.018,+0.0,-0.3,-0.1,+0.6,+0.8,-1.0,-1.6,-2.0,-.011,+0.3,+0.3,+0.2,-4.4,-2.2,+3.8,+1.4,-3.1,1997,Shawn Bradley,Shawn Bradley1997
On Court,PHI,246,0.45,36.1,66.7,51.1,55.6,10.4,7.4,17.3,100.0,0.472,33.3,63.9,48.9,59.5,9.9,8.3,16.2,99.8,-0.022,2.7,2.7,2.3,-4.0,0.5,-0.9,1.1,0.2,1997,Mark Bradtke,Mark Bradtke1997
Off Court,PHI,3682,0.471,34.0,66.4,49.8,56.5,8.5,7.0,16.6,102.5,0.513,33.6,66.0,50.2,62.5,10.3,9.0,14.3,110.6,-0.041,0.4,0.4,-0.4,-6.0,-1.8,-2.0,2.3,-8.1,1997,Mark Bradtke,Mark Bradtke1997
On − Off,PHI,6%,-0.021,2.1,0.3,1.3,-0.9,1.9,0.4,0.7,-2.5,-0.041,-0.3,-2.1,-1.3,-3.0,-0.4,-0.7,1.9,-10.8,0.019,2.3,2.3,2.7,2.0,2.3,1.1,-1.2,8.3,1997,Mark Bradtke,Mark Bradtke1997
On Court,CLE,2849,0.503,29.2,71.5,50.0,63.1,9.3,6.7,14.3,106.8,0.496,28.5,70.8,50.0,65.8,7.5,6.9,16.7,104.2,0.008,0.7,0.7,-0.1,-2.8,1.8,-0.2,-2.4,2.6,1997,Terrell Brandon,Terrell Brandon1997
Off Court,CLE,1093,0.466,29.7,72.9,51.1,64.3,10.0,8.3,17.1,97.4,0.445,27.1,70.3,48.9,67.3,9.2,8.9,17.9,94.8,0.02,2.5,2.5,2.3,-2.9,0.8,-0.6,-0.8,2.5,1997,Terrell Brandon,Terrell Brandon1997
On − Off,CLE,72%,0.037,-0.5,-1.4,-1.1,-1.2,-0.7,-1.6,-2.8,9.4,0.051,1.4,0.5,1.1,-1.5,-1.7,-2.0,-1.2,9.4,-0.012,-1.8,-1.8,-2.4,0.1,1.0,0.4,-1.6,0.1,1997,Terrell Brandon,Terrell Brandon1997
On Court,BOS,254,0.432,26.1,66.0,45.2,55.9,8.5,4.0,19.4,89.9,0.523,34.0,73.9,54.8,62.6,9.9,11.8,15.2,111.0,-0.092,-7.9,-7.9,-9.5,-6.7,-1.4,-7.9,4.2,-21.1,1997,Frank Brickowski,Frank Brickowski1997
Off Court,BOS,3696,0.476,29.6,68.7,47.6,58.6,10.2,6.0,14.8,103.0,0.54,31.3,70.4,52.4,63.3,8.9,9.7,16.6,110.2,-0.064,-1.6,-1.6,-4.8,-4.8,1.4,-3.7,-1.8,-7.2,1997,Frank Brickowski,Frank Brickowski1997
On − Off,BOS,6%,-0.044,-3.5,-2.7,-2.4,-2.7,-1.7,-2.0,4.6,-13.1,-0.017,2.7,3.5,2.4,-0.7,1.0,2.1,-1.4,0.8,-0.028,-6.3,-6.3,-4.7,-1.9,-2.8,-4.2,6.0,-13.9,1997,Frank Brickowski,Frank Brickowski1997
On Court,NYK,244,0.501,28.9,68.3,49.4,59.6,9.3,6.9,20.4,100.8,0.454,31.7,71.1,50.6,57.4,12.5,6.5,17.3,96.1,0.048,-2.8,-2.8,-1.3,2.2,-3.2,0.4,3.1,4.8,1997,Scott Brooks,Scott Brooks1997
Off Court,NYK,3706,0.501,30.5,73.8,52.9,63.0,8.2,7.7,17.3,104.2,0.464,26.2,69.5,47.1,59.7,9.5,5.9,15.4,100.1,0.037,4.3,4.3,5.8,3.2,-1.2,1.8,1.9,4.1,1997,Scott Brooks,Scott Brooks1997
On − Off,NYK,6%,0.0,-1.6,-5.5,-3.5,-3.4,1.1,-0.8,3.1,-3.4,-0.01,5.5,1.6,3.5,-2.3,3.0,0.6,1.9,-4.0,0.011,-7.1,-7.1,-7.1,-1.0,-2.0,-1.4,1.2,0.7,1997,Scott Brooks,Scott Brooks1997
On Court,PHO,82,.492,19.4,66.2,43.0,61.3,7.4,4.2,13.9,100.0,.504,33.8,80.6,57.0,68.2,7.2,10.9,14.2,109.3,-.011,-14.4,-14.4,-14.1,-6.9,+0.2,-6.7,-0.3,-9.3,1997,Chucky Brown,Chucky Brown1997
Off Court,PHO,3867,.508,27.3,69.4,48.5,65.9,8.5,6.0,13.6,108.4,.507,30.6,72.7,51.5,62.6,8.5,6.9,14.9,107.4,+.002,-3.2,-3.2,-3.0,+3.3,0.0,-1.0,-1.2,+1.0,1997,Chucky Brown,Chucky Brown1997
On − Off,PHO,2%,-.016,-7.9,-3.2,-5.5,-4.6,-1.1,-1.8,+0.3,-8.4,-.003,+3.2,+7.9,+5.5,+5.6,-1.3,+4.0,-0.7,+1.9,-.013,-11.2,-11.2,-11.1,-10.2,+0.2,-5.7,+0.9,-10.3,1997,Chucky Brown,Chucky Brown1997
,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Difference,Difference,Difference,Difference,Difference,Difference,Difference,Difference,Difference,1997,Chucky Brown,Chucky Brown1997
Split,Tm,MP,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,1997,Chucky Brown,Chucky Brown1997
On Court,MIL,665,.485,31.7,67.5,48.8,51.5,7.0,7.2,15.2,105.5,.509,32.5,68.3,51.2,61.1,9.8,7.7,14.3,111.8,-.024,-0.9,-0.9,-2.3,-9.6,-2.8,-0.5,+0.9,-6.3,1997,Chucky Brown,Chucky Brown1997
Off Court,MIL,3255,.499,29.3,70.4,50.1,54.8,8.8,6.5,15.7,104.9,.499,29.6,70.7,49.9,60.5,9.2,7.2,14.8,106.1,.000,-0.3,-0.3,+0.2,-5.7,-0.3,-0.7,+0.9,-1.2,1997,Chucky Brown,Chucky Brown1997
On − Off,MIL,17%,-.014,+2.4,-2.9,-1.3,-3.3,-1.8,+0.7,-0.5,+0.6,+.010,+2.9,-2.4,+1.3,+0.6,+0.6,+0.5,-0.5,+5.7,-.024,-0.6,-0.6,-2.5,-3.9,-2.5,+0.2,+0.0,-5.1,1997,Chucky Brown,Chucky Brown1997
On Court,PHO,82,.492,19.4,66.2,43.0,61.3,7.4,4.2,13.9,100.0,.504,33.8,80.6,57.0,68.2,7.2,10.9,14.2,109.3,-.011,-14.4,-14.4,-14.1,-6.9,+0.2,-6.7,-0.3,-9.3,1997,Chucky Brown,Chucky Brown1997
Off Court,PHO,3867,.508,27.3,69.4,48.5,65.9,8.5,6.0,13.6,108.4,.507,30.6,72.7,51.5,62.6,8.5,6.9,14.9,107.4,+.002,-3.2,-3.2,-3.0,+3.3,0.0,-1.0,-1.2,+1.0,1997,Chucky Brown,Chucky Brown1997
On − Off,PHO,2%,-.016,-7.9,-3.2,-5.5,-4.6,-1.1,-1.8,+0.3,-8.4,-.003,+3.2,+7.9,+5.5,+5.6,-1.3,+4.0,-0.7,+1.9,-.013,-11.2,-11.2,-11.1,-10.2,+0.2,-5.7,+0.9,-10.3,1997,Chucky Brown,Chucky Brown1997
,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Difference,Difference,Difference,Difference,Difference,Difference,Difference,Difference,Difference,1997,Chucky Brown,Chucky Brown1997
Split,Tm,MP,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,1997,Chucky Brown,Chucky Brown1997
On Court,MIL,665,.485,31.7,67.5,48.8,51.5,7.0,7.2,15.2,105.5,.509,32.5,68.3,51.2,61.1,9.8,7.7,14.3,111.8,-.024,-0.9,-0.9,-2.3,-9.6,-2.8,-0.5,+0.9,-6.3,1997,Chucky Brown,Chucky Brown1997
Off Court,MIL,3255,.499,29.3,70.4,50.1,54.8,8.8,6.5,15.7,104.9,.499,29.6,70.7,49.9,60.5,9.2,7.2,14.8,106.1,.000,-0.3,-0.3,+0.2,-5.7,-0.3,-0.7,+0.9,-1.2,1997,Chucky Brown,Chucky Brown1997
On − Off,MIL,17%,-.014,+2.4,-2.9,-1.3,-3.3,-1.8,+0.7,-0.5,+0.6,+.010,+2.9,-2.4,+1.3,+0.6,+0.6,+0.5,-0.5,+5.7,-.024,-0.6,-0.6,-2.5,-3.9,-2.5,+0.2,+0.0,-5.1,1997,Chucky Brown,Chucky Brown1997
On Court,PHO,82,.492,19.4,66.2,43.0,61.3,7.4,4.2,13.9,100.0,.504,33.8,80.6,57.0,68.2,7.2,10.9,14.2,109.3,-.011,-14.4,-14.4,-14.1,-6.9,+0.2,-6.7,-0.3,-9.3,1997,Chucky Brown,Chucky Brown1997
Off Court,PHO,3867,.508,27.3,69.4,48.5,65.9,8.5,6.0,13.6,108.4,.507,30.6,72.7,51.5,62.6,8.5,6.9,14.9,107.4,+.002,-3.2,-3.2,-3.0,+3.3,0.0,-1.0,-1.2,+1.0,1997,Chucky Brown,Chucky Brown1997
On − Off,PHO,2%,-.016,-7.9,-3.2,-5.5,-4.6,-1.1,-1.8,+0.3,-8.4,-.003,+3.2,+7.9,+5.5,+5.6,-1.3,+4.0,-0.7,+1.9,-.013,-11.2,-11.2,-11.1,-10.2,+0.2,-5.7,+0.9,-10.3,1997,Chucky Brown,Chucky Brown1997
,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Difference,Difference,Difference,Difference,Difference,Difference,Difference,Difference,Difference,1997,Chucky Brown,Chucky Brown1997
Split,Tm,MP,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORtg,1997,Chucky Brown,Chucky Brown1997
On Court,MIL,665,.485,31.7,67.5,48.8,51.5,7.0,7.2,15.2,105.5,.509,32.5,68.3,51.2,61.1,9.8,7.7,14.3,111.8,-.024,-0.9,-0.9,-2.3,-9.6,-2.8,-0.5,+0.9,-6.3,1997,Chucky Brown,Chucky Brown1997
Off Court,MIL,3255,.499,29.3,70.4,50.1,54.8,8.8,6.5,15.7,104.9,.499,29.6,70.7,49.9,60.5,9.2,7.2,14.8,106.1,.000,-0.3,-0.3,+0.2,-5.7,-0.3,-0.7,+0.9,-1.2,1997,Chucky Brown,Chucky Brown1997
On − Off,MIL,17%,-.014,+2.4,-2.9,-1.3,-3.3,-1.8,+0.7,-0.5,+0.6,+.010,+2.9,-2.4,+1.3,+0.6,+0.6,+0.5,-0.5,+5.7,-.024,-0.6,-0.6,-2.5,-3.9,-2.5,+0.2,+0.0,-5.1,1997,Chucky Brown,Chucky Brown1997
On Court,BOS,517,0.445,27.7,69.4,46.4,56.1,12.0,6.7,14.0,98.5,0.525,30.6,72.3,53.6,64.2,8.3,8.9,18.5,107.0,-0.08,-2.9,-2.9,-7.2,-8.1,3.7,-2.2,-4.4,-8.5,1997,Dee Brown,Dee Brown1997
Off Court,BOS,3434,0.478,29.7,68.4,47.6,58.8,9.8,5.8,15.2,102.8,0.541,31.6,70.3,52.4,63.2,9.0,10.0,16.2,110.8,-0.063,-1.9,-1.9,-4.7,-4.4,0.8,-4.2,-1.0,-8.0,1997,Dee Brown,Dee Brown1997
On − Off,BOS,13%,-0.033,-2.0,1.0,-1.2,-2.7,2.2,0.9,-1.2,-4.3,-0.016,-1.0,2.0,1.2,1.0,-0.7,-1.1,2.3,-3.8,-0.017,-1.0,-1.0,-2.5,-3.7,2.9,2.0,-3.4,-0.5,1997,Dee Brown,Dee Brown1997
On Court,POR,181,0.526,37.6,66.5,52.4,50.7,8.4,8.1,16.5,112.5,0.471,33.5,62.4,47.6,64.6,8.0,9.9,14.2,108.4,0.056,4.0,4.0,4.9,-13.9,0.4,-1.8,2.4,4.2,1997,Marcus Brown,Marcus Brown1997
Off Court,POR,3772,0.502,32.3,72.7,53.0,57.3,8.4,8.5,16.1,106.1,0.471,27.3,67.7,47.0,60.7,8.6,8.3,14.8,101.4,0.03,5.0,5.0,6.1,-3.4,-0.2,0.2,1.2,4.7,1997,Marcus Brown,Marcus Brown1997
On − Off,POR,5%,0.024,5.3,-6.2,-0.6,-6.6,0.0,-0.4,0.4,6.4,0.0,6.2,-5.3,0.6,3.9,-0.6,1.6,-0.6,7.0,0.026,-1.0,-1.0,-1.2,-10.5,0.6,-2.0,1.2,-0.5,1997,Marcus Brown,Marcus Brown1997
On Court,PHO,81,0.57,25.0,59.3,41.5,73.8,8.1,6.9,13.8,115.8,0.531,40.7,75.0,58.5,68.6,8.6,9.3,15.5,114.3,0.038,-15.7,-15.7,-17.1,5.2,-0.5,-2.4,-1.7,1.5,1997,Mike Brown,Mike Brown1997
Off Court,PHO,3868,0.507,27.2,69.6,48.5,65.6,8.5,5.9,13.7,108.0,0.506,30.4,72.8,51.5,62.5,8.5,7.0,14.8,107.3,0.001,-3.2,-3.2,-2.9,3.1,0.0,-1.1,-1.2,0.8,1997,Mike Brown,Mike Brown1997
On − Off,PHO,2%,0.063,-2.2,-10.3,-7.0,8.2,-0.4,1.0,0.1,7.8,0.025,10.3,2.2,7.0,6.1,0.1,2.3,0.7,7.0,0.037,-12.5,-12.5,-14.2,2.1,-0.5,-1.3,-0.5,0.7,1997,Mike Brown,Mike Brown1997
On Court,MIA,2577,0.504,28.6,71.0,50.1,61.7,9.1,9.1,15.2,105.9,0.461,29.0,71.4,49.9,55.6,8.4,8.5,16.3,98.7,0.043,-0.4,-0.4,0.1,6.1,0.6,0.6,-1.1,7.2,1997,P.J. Brown,P.J. Brown1997
Off Court,MIA,1354,0.512,30.7,69.9,50.7,61.1,8.5,7.4,16.4,107.2,0.471,30.1,69.3,49.3,57.6,9.6,9.8,15.3,102.6,0.041,0.6,0.6,1.4,3.5,-1.1,-2.4,1.1,4.6,1997,P.J. Brown,P.J. Brown1997
On − Off,MIA,66%,-0.008,-2.1,1.1,-0.6,0.6,0.6,1.7,-1.2,-1.3,-0.01,-1.1,2.1,0.6,-2.0,-1.2,-1.3,1.0,-3.9,0.002,-1.0,-1.0,-1.3,2.6,1.7,3.0,-2.2,2.6,1997,P.J. Brown,P.J. Brown1997
On Court,CHI,1052,0.513,34.7,66.7,51.2,64.6,11.0,6.6,14.9,109.3,0.464,33.3,65.3,48.8,55.5,9.5,6.6,17.0,99.7,0.049,1.4,1.4,2.5,9.1,1.5,0.0,-2.1,9.7,1997,Randy Brown,Randy Brown1997
Off Court,CHI,2873,0.511,36.3,70.4,53.5,65.7,9.0,6.3,12.9,113.9,0.474,29.6,63.7,46.5,56.0,7.8,4.6,14.6,101.5,0.037,6.7,6.7,7.0,9.6,1.2,1.7,-1.6,12.4,1997,Randy Brown,Randy Brown1997
On − Off,CHI,27%,0.002,-1.6,-3.7,-2.3,-1.1,2.0,0.3,2.0,-4.6,-0.01,3.7,1.6,2.3,-0.5,1.7,2.0,2.4,-1.8,0.012,-5.3,-5.3,-4.5,-0.5,0.3,-1.7,-0.5,-2.7,1997,Randy Brown,Randy Brown1997
On Court,LAL,1090,0.48,30.4,67.1,49.0,59.8,10.7,9.3,14.8,104.1,0.473,32.9,69.6,51.0,64.4,8.7,9.4,16.2,102.4,0.006,-2.5,-2.5,-2.0,-4.7,1.9,-0.1,-1.4,1.7,1997,Kobe Bryant,Kobe Bryant1997
Off Court,LAL,2870,0.502,32.1,69.0,50.7,61.6,9.3,11.5,14.5,107.2,0.479,31.0,67.9,49.3,64.3,7.8,6.8,15.7,102.3,0.023,1.1,1.1,1.4,-2.7,1.5,4.7,-1.2,4.9,1997,Kobe Bryant,Kobe Bryant1997
On − Off,LAL,28%,-0.022,-1.7,-1.9,-1.7,-1.8,1.4,-2.2,0.3,-3.1,-0.006,1.9,1.7,1.7,0.1,0.9,2.6,0.5,0.1,-0.017,-3.6,-3.6,-3.4,-2.0,0.4,-4.8,-0.2,-3.2,1997,Kobe Bryant,Kobe Bryant1997
On Court,PHO,1012,0.525,30.2,72.3,51.0,61.4,8.8,5.4,14.7,110.1,0.519,27.7,69.8,49.0,63.1,9.1,6.3,15.4,108.0,0.005,2.5,2.5,2.0,-1.7,-0.3,-0.9,-0.7,2.1,1997,Mark Bryant,Mark Bryant1997
Off Court,PHO,2937,0.503,26.2,68.5,47.6,67.3,8.4,6.1,13.3,107.6,0.503,31.5,73.8,52.4,62.5,8.3,7.2,14.7,107.2,0.0,-5.3,-5.3,-4.7,4.7,0.1,-1.2,-1.4,0.3,1997,Mark Bryant,Mark Bryant1997
On − Off,PHO,26%,0.022,4.0,3.8,3.4,-5.9,0.4,-0.7,1.4,2.5,0.016,-3.8,-4.0,-3.4,0.6,0.8,-0.9,0.7,0.8,0.005,7.8,7.8,6.7,-6.4,-0.4,0.3,0.7,1.8,1997,Mark Bryant,Mark Bryant1997
On Court,CHI,695,0.492,31.9,67.3,49.9,66.2,9.9,6.7,14.7,105.9,0.458,32.7,68.1,50.1,55.2,9.0,5.9,14.3,101.3,0.034,-0.8,-0.8,-0.2,11.0,0.8,0.8,0.5,4.6,1997,Jud Buechler,Jud Buechler1997
Off Court,CHI,3230,0.515,36.8,69.8,53.6,65.2,9.5,6.3,13.2,114.1,0.474,30.2,63.2,46.4,56.0,8.1,5.0,15.5,100.9,0.041,6.7,6.7,7.2,9.2,1.4,1.3,-2.2,13.2,1997,Jud Buechler,Jud Buechler1997
On − Off,CHI,18%,-0.023,-4.9,-2.5,-3.7,1.0,0.4,0.4,1.5,-8.2,-0.016,2.5,4.9,3.7,-0.8,0.9,0.9,-1.2,0.4,-0.007,-7.5,-7.5,-7.4,1.8,-0.6,-0.5,2.7,-8.6,1997,Jud Buechler,Jud Buechler1997
On Court,HOU,1012,0.54,25.2,69.4,48.6,66.2,8.5,5.6,16.7,108.1,0.498,30.6,74.8,51.4,57.6,9.3,8.0,14.1,106.8,0.042,-5.5,-5.5,-2.8,8.6,-0.8,-2.4,2.6,1.3,1997,Matt Bullard,Matt Bullard1997
Off Court,HOU,2931,0.514,29.6,72.0,51.7,66.3,9.2,6.8,16.2,107.6,0.475,28.0,70.4,48.3,61.6,9.6,7.8,14.2,101.6,0.039,1.6,1.6,3.5,4.7,-0.5,-0.9,2.0,6.1,1997,Matt Bullard,Matt Bullard1997
